,idx,word_guesses,first_pass,solution_words,solution
23,23,gonfalone;star;oli,gonfalone N T E star oli N O,Gonfalonieri;di;stelle,Gonfalonieri di stelle
24,24,Este (Torquato Tasso fu ospitato dalla famiglia d'Este);disco (i dischi in vinile giravano a 33 giri al minuto),CA Este disco I,Cadi;a;estici,Cadi a estici
25,25,cappello;odi;dì;re,B cappello D odi dì re,B;cappello;di;re,B cappello di re
26,26,Rodi;Negri,BO Rodi Negri E G,Borodin;e;Greci,Borodin e Greci
27,27,aglio;ode;ora;Cité,S B aglio ode P L ora B Cité,Sbaglio;d'operazione,Sbaglio d'operazione
28,28,arrabbiata;alberi;campione,G arrabbiata alberi N C campione,Garrab;iata;alberi,Garrabiata alberi
29,29,incudini;orologi,A B I incudini T E orologi,Abiti;incudineorologi,Abiti incudineorologi
30,30,raggi;Attila;Ermete,raggi Attila G Ermete,Raggiungibile;meta,Raggiungibile meta
31,31,moribondi;sette;dita;gomma,BI moribondi CA sette dita OR gomma,Bimorib;ondicase;tte;ditaorgomma,Bimoribondicase tteditaorgomma
32,32,stella;bove;etti,stella R A bove L C etti,Stellare;bovetti,Stellare bovetti
33,33,regina;riga;ali,E regina R riga N D ali,Eregina;RrigaNdali,Eregina RrigaNdali
34,34,mesti;scodinzola;gente,DO mesti scodinzola GLI gente,Domestici;scodinzolanti,Domestici scodinzolanti
35,35,piatti;primo,P O piatti primo P,Popi;attipr;imo,Popi attiprimo
36,36,ebreo;alberi,CEL ebreo alberi ST A,Celebr;ealberi,Celebre alberi
37,37,note;Lido,note V O Lido T I,Notevoli;doti,Notevoli doti
38,38,gilet;ore;Alì;ante,A gilet ore R O D Alì C ante,Agile;torero;d';Aliante,Agile torero d'aliante
39,39,assi;tori,BRA assi RA tori,Brassi;ratori,Brassi ratori
40,40,dotta;viole,CON dotta viole NTA,Condotta;violenta,Condotta violenta
41,41,a;guinzaglio;mani;ovest,a guinzaglio mani F ovest I,A guinzaglio;manifesti,A guinzaglio manifesti
42,42,in;on;voi;per;la,in C I on voi per O la,Incivile;onvoiperola,Incivile onvoiperola
43,43,bava;coda;re;disfa;Foscolo,bava coda re disfa Foscolo,Bavarese;disfa,Bavarese disfa
44,44,rum;rami,rum O B rami E R I,Roma;birramieri,Roma birramieri
45,45,fra;secondi;versi;ori,fra secondi versi E R R ori,Frase;di;versi;errori,Frase di versi errori
46,46,uva;caviglia,L uva caviglia CCA,Lu;vacavi;gliacca,Lu vacavigliacca
47,47,ossa;tutto;balsamo,F ossa tutto RO balsamo DO,Fossato;rotondo,Fossato rotondo
48,48,Cam;Colt;fez;anelli,Cam P I Colt I V A fez V anelli,Campi;coltivati;i;fazzoletti,Campi coltivati i fazzoletti
49,49,re;ala;re,MA re ala G U N a re,Mare;alaguna,Mare alaguna
50,50,testa;mento;testa;del;vitelli,UN testa mento CON testa TO D del E vitelli,Un;testamento;contestato;del;vitello,Un testamento contestato del vitello
51,51,larve;somari;ontani,VO larve R somari L ontani,Volar;verso;mari;lontani,Volar verso mari lontani
52,52,amo;sai;nave;nera,F amo sai C O nave nera T A,Famosa;in;avventura,Famosa in avventura
53,53,guanti;gin;Omar;occhio,guanti G gin O S Omar M occhio,Guantigino;maromocchio,Guantigino maromocchio
54,54,tir;remi,AR tir O remi,Arti;roremi,Arti roremi
55,55,Gracco;anelli;arazzo,S Gracco R anelli M B arazzo,Sgracchi;o;ranellibaro,Sgracchio ranellibaro
56,56,ti;tea;bus;cavolo,ti tea bus cavolo,Tite;a;buscavolo,Tite a buscavolo
57,57,spettatore;protagonista,SO spettatore CI protagonista,Sospettatore;ciprotagonista,Sospettatore ciprotagonista
58,58,est;Conca;lama,C est I Conca lama R I,Cesti;di;Concalamari,Cesti di Concalamari
59,59,prese;Arese;gol,prese R V Arese G gol,Preservare;segol,Preservare segol
60,60,padre;teca;sebo;are,padre L teca P I T sebo C C are,P;adre;lteca;di;seboccare,Padre lteca di seboccare
61,61,calza;serpe,CA calza serpe SSI,Calzascarpe;ssi,Calzascarpe ssi
62,62,unti;rosse;va;zio,S P unti P E rosse R va zio N I,Spunti;per;osservazioni,Spunti per osservazioni
63,63,Nero (Franco Nero è un attore italiano);rigido;Ore,GE Nero rigido N AT Ore,Generoso;rigido natore,Generoso rigido natore
64,64,rande;more;ambo,G rande A more E ambo,Grande;amore;e ambo,Grande amore e ambo
65,65,zucche;agrumi,zucche R O agrumi,Zucchero;o;agrumi,Zucche o agrumi
66,66,isola;gladiatore;busto,isola gladiatore busto,Isolamento;dorso,Isolamento dorso
67,67,facce;dadi;riga,facce NDA dadi SB riga RE,Facce;da;dadi sbirigare,Facce da dadi sbirigare
68,68,fenolo;guglia;teli;caffè,fenolo G G guglia N teli Q U caffè S I,Feno;loggiuglianteli;caffèsi,Fenologgiugliantelicaffèsi
69,69,nome;toro;Colò,U nome T toro DI Colò,Un;nome;di Colò,Un nome di Colò
70,70,faretra;arco;dardi,faretra P EL arco dardi A,Fare;trapelare;codardia,Fare trapelare codardia
71,71,falchi;rovo,V falchi T rovo,V;falchi,V falchi
72,72,Mida;mazzo,AR Mida mazzo N I,Armi;a;dammazzoni,Armi a dammazzoni
73,73,sci;cote;via,sci O C cote P via,Sciocco;teppista,Sciocco teppista
74,74,tono;amore;tre;Giano,tono T T amore tre V I Giano,Tonante;amoretrevigiano,Tonante amoretrevigiano
75,75,danno;venti,danno S I E venti,Danno;siventi (si venti),Danno siventi
76,76,mira;colino;cono;Talia;nodo,I L mira colino E cono MI COI Talia nodo GGI,Il;miracolo;economico;mitologico;è;nato,Il miracolo economico mitologico è nato
77,77,Ave;reati;dèi;sette;gin;ali,Ave reati dèi sette gin ali,Avere;i;setteginiali,Avere i setteginiali
78,78,api;DOC;gomito,R api DOC O M gomito,Rapido;come un fulmine,Rapido come un fulmine
79,79,coltelli;tini;dame;serpenti,coltelli C I S tini R dame R I serpenti,Coltelli;cisterni da meriti serpenti,Coltelli cisterni da meriti serpenti
80,80,pera;Colt;streghe;orma;navi;Ara,SA pera S Colt A streghe orma IU navi R T U R Ara,Saper;ascoltare;è;una;dote;rara,Saper ascoltare è una dote rara
81,81,osso;erba;punte,CA osso erba punte,Caos;serpente,Caos serpente
82,82,assalto;diva;do;Ande,assalto diva do L Ande SE,Assalto;divandese,Assalto divandese
83,83,coni;frane,coni O frane E,Conio;fra;ne,Conio fra ne
84,84,albatros;ferie,SCI albatros ferie TA,Scialba;trostata,Scialbatrostata
85,85,Avola;Asti;Roma;Erma,T Avola D Asti Roma L F Erma,Tavola;da;stiro;malferma,Tavola da stiro malferma
86,86,neri;cori;amo,GE neri cori CH I amo,Generico;richiamo,Generico richiamo
87,87,sassi;solitario;fusi,UR sassi solitario fusi,Ursassi;solitari,Ursassi solitari
88,88,"cenni;F A (le lettere iniziali e finali di ""Francia"")",DE cenni F A,Decenni;fa,Decenni fa
89,89,mela;Ortese;Senna;mente,O mela Ortese S Senna T A mente,Omentale;ortesesenna,Omentale ortesesenna
90,90,tra;letti;note;orsi,tra F I letti note C orsi VO,Trafiletti;di;cronisti,Trafiletti di cronisti
91,91,ramponi;odi;la,CU ramponi N odi la NA,Curamponi;di;lana,Curamponi di lana
92,92,amo;collane;Terni,amo R E collane Terni T A,Amore;e;c;collaterni,Amore e collaterni
93,93,casa;casco;anelli,casa C casco L anelli T A,Casacca;stellata,Casacca stellata
94,94,rima;eredi;nano,rima N eredi S nano TI,Rimanenti;ereditanti,Rimanenti ereditanti
95,95,gatti;fiorai;lega,gatti fiorai A lega R A,Gattifiorai;alera,Gattifiorai alera
96,96,rose;burattinai;pica,rose N T A burattinai P pica,Rosenta;burattinaipica,Rosenta burattinaipica
97,97,esca;nati;colle;dolce,TR esca N ZO nati colle G I dolce,Tre;scanaticolle;gidolce,Trescanaticollegidolce
98,98,dai;rete;risi,dai O rete RZI risi E,Dai;orizzonti,Dai orizzonti
99,99,vela;sci,DI vela sci V E,Dive;lascive,Dive lascive
100,100,Moro;sazi,A Moro sazi A,Amorosa;zia,Amorosa zia
101,101,moda;fari,UO moda F fari,UOmo;d';affari,UOmo d'affari
102,102,idee;pronti;more,U N idee N T O pronti more,Un;ideennto;primore,Un'idea in tempo primore
103,103,gene;o;vitamine;tea;ali,gene G N o R U vitamine tea T R ali,Generativo;orale;vitaminico,Generativo orale vitaminico
104,104,scialuppa;flauto,scialuppa D E L flauto,S;cialu;ppa;Delfauto,S'cialuppa Delfauto
105,105,nonne;Oglio;pesche,nonne V Oglio S A pesche,Non;è;voliosa;sapesche,Non è voliosa sapesche
106,106,navi;Sion;uva,U navi Sion E U uva C A,Una;visione;evocativa,Una visione evocativa
107,107,aquile;pance;occhio;collo,L aquile pance N occhio DI collo DI,La;quile;di;pancione;di;colline,La quile di pancione di colline
108,108,Tazio;Tazio;rose;bus,C Tazio Tazio M O rose bus E,Cattazi;omorose;e,Cattazi omorose e
109,109,pinguini;pinguini;nate,C pinguini F pinguini N nate,Cingu;ettinfenate,Cinguettinfenate
110,110,strade;erta,MO strade S erta,Mostra;deserta,Mostra deserta
111,111,cane;alce;castori,C cane alce NT castori NO,Canale;di;notizie;no;castori,Canale di notizie no castori
112,112,centro;scarpe;santi;archi,centro N E scarpe santi R I archi,Centrone;scarpe;santi,Centrone scarpe santi
113,113,sedia;ori;remo,sedia M ori A V remo,Se;diamoro;avremo,Se diamoro avremo
114,114,melone;agente;Laio;tea;zio,TE melone ST agente L Laio ES tea zio NI,Teme;l';onesta;gente;e;stia;lontano,Teme l'onesta gente e stia lontano
115,115,verde;risma,A verde LCA risma,Aver;de;lcarisma,Avere del carisma
116,116,salmo;rei;Pia,COL salmo rei M Pia NTI,Colsalmorei;mpiaenti,Colsalmorei mpiaenti
117,117,Colombia;osti,Colombia R R osti T I,Colombar;ristoranti,Colombar ristoranti
118,118,nord;Iran;Rosi,G nord Iran C O Rosi,Gnor;dirosi,Gnor dirosi
119,119,aroma;nonne;Diana,NOT aroma N Z nonne R Diana,Nota;romanzo;diana,Nota romanzo diana
120,120,sega;vaffa;Giano,SA sega vaffa V I Giano,Sasega;vaffavigiano,Sasega vaffavigiano
121,121,con;fez;nidi;mazzancolla,con fez IO nidi P mazzancolla RTA,Confessioni;di;nidi;porta,Confessioni di nidiporta
122,122,golfo;uno,golfo R T uno S O,Gol;fortunoso,Gol fortunoso
123,123,porta;re;re;re;île,COM porta re IR re P re NS IB île,Comportare;rispetto,Comportare rispetto
124,124,ossi;denti;Gale,P ossi denti SI N Gale SI,Possidenti;singalesi,Possidenti singalesi
125,125,do;Cipro;botte;scarpe,do L Cipro DO botte T S TR scarpe,Dolce;Ciprodo;bottestr,Dolce Ciprodo bottestr
126,126,fa;genti;vasi,fa LL genti N vasi ON E,Fanno;l';gentinvasione,Fanno l'invasione
127,127,su;tir;armi,su D A tir I S P armi,Sudati;tiramisù,Sudati tiramisù
128,128,full;mento;disc;orto,full T E M O mento disc N F orto,Full;temerò;di;sconforto,Full temerò di sconforto
129,129,milione;gallina;tacchi,U milione gallina T tacchi N I,Umile;onesta;gallinaccia,Umile onesta gallinaccia
130,130,arco;mesi;nord,F arco mesi DES ID nord,Far;comesi;di;desidnord,Far comesi di desidnord
131,131,pesche;rum,A pesche rum A,Aper;scheruma,Aper scheruma
132,132,ora;listino,M ora listino T I,Moralisti;noti,Moralisti noti
133,133,bar;lancia;pari;azione,I M bar lancia N pari T U azione,Imbarlanciano;parituzione,Imbarlanciano parituzione
134,134,Sila;tino;zie,E Sila RAN tino TI zie,Esilaranti;notizie,Esilaranti notizie
135,135,sì;chiglia;est;fa;sì,IN sì NUA chiglia est O fa L sì TA,Insinuazione;che;solista,Insinuazione che solista
136,136,tempo;torce;qst,CAL tempo T torce qst TE,Calte;mptor;c;qstte,Caltemp'tor c qstte
137,137,asce;mani;ante,U asce mani P E S ante,U';asce mani;pesante,U' asce mani pesante
138,138,taccuino;nera;Giano,taccuino E nera DI FA Giano,Tacce;ner;e;difagiano,Tacce ner e difagiano
139,139,forre;etto;eriche;ree,RE forre etto LIT eriche FER ree,Reforre;ettoeriche;ferree,Reforre ettoeriche ferree
140,140,nido;per,BRA nido per A,Brand;a;nido,Brand a nido
141,141,dama;cozza,LIN dama N cozza,Linda;mancozza,Linda mancozza
142,142,tram;odi;manti,A tram odi C A L manti,Atomi;di;calamanti,Atomi di calamanti
143,143,diva;ali;cima;nate,GU diva E ali cima R I nate,Gudivale;cima;rinata,Gudivale cima rinata
144,144,Fiat;dei;Apis;Dai,L Fiat R E dei L C Apis T Dai,L;Fiatre;de;i;lapistai,L' Fiatre dei lapistai
145,145,"ferie;ore;sta (aferesi di ""questa"" è ""sta"")",ferie L I D ore G I sta,Ferie;lodigiane,Ferie lodigiane
146,146,ceci;ami;are,M ceci N ami LIT are,Mencia;minare,Mencia minare
147,147,Pallade,coll'Era SC Pallade TA,Collera;scapallata,Collera scapallata
148,148,bar;inno;scout;cima,S bar CO inno R scout cima A,Sbarco;in;Normandia,Sbarco in Normandia
149,149,Eva;Erie;anno;ali;Tazio;ignobili;etti,L Eva NT Erie F anno S ali Tazio G AL ignobili F etti,Le;vanterie;fanno;saltare;i;tazi;a;ignobili,Le vanterie fanno saltare i tazi a ignobili
150,150,lettera;dita,PRO lettera A R dita,Proletta;radita,Proletta radita
151,151,tra;odorose;D;menta,S tra T odorose D menta RIO,Strato;d';oro;sedimentario,Strato d'oro sedimentario
152,152,Montale;magra,Montale R U magra R I,Monta;le rumagri,Monta le rumagri
153,153,trattore;Lare,trattore G O Lare,Tratto;regolare,Tratto regolare
154,154,lama;perde;mela;costa,lama perde mela costa,La;maperdemelacosta;mela,La maperdemelacosta mela
155,155,stadio;pesce,TE stadio DA pesce,Testa;di;stadio,Testa di stadio
156,156,anca;nera,C anca nera S P A,Cancan;e;raspa,Cancan e raspa
157,157,PO;soma;tino,RI PO soma T TU tino,Riposo;mattutino,Riposo mattutino
158,158,lepre;radici,VI lepre radici N T E,Vile;preradicinante,Vile preradicinante
159,159,Ande;sì;ali,B Ande CRI sì N ali,Bandi;crisinali,Bandi crisinali
160,160,nota;tipo;Mori,VE nota tipo R Mori O,Venot;arimoro,Venotarimoro
161,161,reo;Redi;spillo,T reo Redi S V spillo,Tre;ore;di;svillo,Tre ore di svillo
162,162,arti;stiva;lenti,arti stiva lenti,Artisti;valenti,Artisti valenti
163,163,avi;are;gola,U N avi T are gola T A,Una;vita;regolare,Una vita regolare
164,164,flotta;sette,F flotta S sette,Flo;tta sette,Flotta sette
165,165,re;eco;narici,A re eco L L I narici,Areo;conarici,Areoconarici
166,166,aragoste;Adamo;are,aragoste R Adamo N T are,Aragoste;re;Adamo,Aragoste re Adamo
167,167,ali;doge;era,V ali doge N era L E,Valid;generale,Valid generale
168,168,bar;pancioni;debitori,S bar EN pancioni debitori RA,Sbarcano;i debitori,Sbarcano i debitori
169,169,re;sebo;pero,C re M sebo pero N I,Crema;di;saponeria,Crema di saponeria
170,170,arti;anatra;Pollicino,arti G I anatra Pollicino S I,Artigiani;trapollicino,Artigiani trapollicino
171,171,sola;panni,AS sola T ICA panni,Assolata;campagna,Assolata campagna
172,172,Po;gelida;buco,Po POL gelida CA buco,Polca;gelidabuco,Polca gelidabuco
173,173,dai;Diogene;usato;a cavallo;topo;posa;mente,dai S SI Diogene usato a cavallo topo M posa mente,DaiSSIdi;ogeneus;atoc;avallotopomposamente,DaiSSIdiogeneusatocavallotopomposamente
174,174,fa;tic;fico;tracannare,AF fa tic A fico MU tracannare,Affaticamento;muscolare,Affaticamento muscolare
175,175,vela;Romolo;pollaio,RI vela Romolo D E pollaio,Rivelaro;molo depollai,Rivelaromolodepollai
176,176,balcone;retto,PO balcone G retto,Pobalc;oneret,Pobalconeret
177,177,cavia;date,S cavia date N E,Scavi;a;date,Scavi a date
178,178,coda;orco,PAC coda orco TTI,Pacco;d';orcotti,Pacco d'orcotti
179,179,bombe;tele;postino,E bombe N tele GIS postino,Ebonite;ntelepostino,Ebonite ntelepostino
180,180,lire;pri,DO L lire MO L pri,Dolli;remolpri,Dolli remolpri
181,181,Elba;invasioni;ode;mosca,DI Elba invasioni V ode L MO mosca,Di;Elbain;vasi;ode;lamosca,Di Elbain vasi ode lamosca
182,182,di;mela;cono;ore;rotta,di mela R E cono N ore rotta ME,Dimercone;ore;rotta;e;mela,Dimercone ore rotta e mela
183,183,ottico;menti,D ottico M menti,Dotto;commenti,Dotto commenti
184,184,cava;poeta,cava L poeta T I,Cavallo;etico,Cavallo etico
185,185,norma;locuste,norma locuste R A,Normali;a;costi,Normali a costi
186,186,Ares;tra;dei;Ate,F Ares tra dei S O L Ate,Fate;strada;solate,Fate strada solate
187,187,ramo;amo;ascia,G ramo LE amo L ascia,Gramole;a;molascia,Gramole a molascia
188,188,avi;tesori;scalata,L avi TT tesori AC scalata,La;vittoria;costa,La vittoria costa
189,189,nautico;totani;nonno;nebbia;menta,nautico T totani C A nonno N E nebbia menta RE,Nautico totani nonno nebbia;menta RE,Nautico totani nonno nebbia menta RE
190,190,zio;ripa;raso;ARI,L zio ripa R raso N T ARI,L'zi;oriparasonetari,L'zi oriparasonetari
191,191,ingressi;are;gas,S G ingressi are F A G I gas,Singressare;fagigas,Singressare fagigas
192,192,pini;spago;cori;Marte,PI pini spago RE L cori E.t. A Marte NTU,Pini;spagore;re;lcor;iemarte,Pini spagore lcor iemarte
193,193,iene;rima;suini;mais;oratore,V iene P rima C I suini mais I S oratore,Vieni;prima;di;cena;con;il;suino,Vieni prima di cena con il suino
194,194,porta;dipinto;motti;scie;tè,IM porta N dipinto B motti O scie NTI tè,Importante;dipinto;botticelli,Importante dipinto Botticelli
195,195,polo;scope;ONU,TI polo scope D I ONU,Tipo;losco;pedione,Tipo losco pedione
196,196,"van;A L (Alighieri, Dante);Bolle",BE van A L Bolle N T E,Bevanda;alcolente,Bevanda alcolente
197,197,colle;aironi,colle G aironi C A,Collega;ironica,Collega ironica
198,198,era;teca;sega;esche,S era teca R N sega L esche,Serate;carnesche,Serate carnesche
199,199,estive;dì,T estive dì C I,Testi;vedici,Testi vedici
200,200,porta;mento;madre;gelosie,COM porta mento ST R madre G gelosie,Comportamento;stramaledetto,Comportamento stramaledetto
201,201,in;avi;su,in U M avi S su T O,Inumavi;suto,Inumavisto
202,202,averla;ape;giù,averla LUN ape RT RA giù,Aver;la;luna;per;ragione giù,Avere la luna per ragione giù
203,203,Regina;reo;bar,Regina S U reo P P bar,Regin;asurbar,Regina surbar
204,204,un;gas;i;L.A.,L un gas i L.A. B A,Lung;asila,Lungasila
205,205,gomito;lobi;coda;amo,UN gomito lobi A N coda RI C amo,Un;gomitolobi;ancoda;ri;camo,Un gomitolobi ancoda ricamo
206,206,arse;nidi;ansiosa,F arse G nidi N ansiosa,Far;segn;a;ansiosa,Far segn'ansiosa
207,207,voci;idolo,voci BIL idolo RI,Vocibilidolo;riti,Vocibilidoloriti
208,208,incagliata;buoi,G incagliata buoi E,Gine;cagliatabuoie,Ginecagliatabuoie
209,209,orse;giare;unta;Ortona,S orse G giare unta M Ortona N DO,Sorseggiamento;di;ortodonzia,Sorseggiamento di ortodonzia
210,210,fedi;arti;Cola;risma,A fedi UNP arti Cola R E CA risma,Aferi (A + fedi);un;partico (UNP + arti + Cola);resma (R + E + CA + risma),Aferi un partico resma
211,211,onde;la;cometa,F onde la PO cometa LLO,Fondela;poco;metallico,Fondela poco metallico
212,212,ali,ali D IS postali PO tali,Alidispotali;potali,Alidispotali potali
213,213,re;cima;re;pinne;re,P re cima re pinne A GU re,Precima;repinnare,Precima repinnare
214,214,ratti;veri;bolle,ATT ratti veri bolle SI,Attrattiveri;bollesi,Attrattiveri bollesi
215,215,ossa;ali;greci;ombra,G R ossa V ali G I greci N G ombra,Grossa;valigia;di;greciombra,Grossa valigia di greciombra
216,216,brutto anatroccolo;dadi;orme;nord,L brutto anatroccolo N dadi F orme N T nord,L'anatro;di;colofornord,L'anatro di colofornord
217,217,serpe;gioielli;lato;temeraria,A serpe M gioielli lato C UN temeraria,Aser;megioi;ellilato,Aser megioi ellilato
218,218,scilla;rete;esche,T scilla G rete D esche,Tre;scille;gredesche,Trescillegredesche
219,219,arca;ciao;fari,F arca TTI ciao F fari,Far;cattic;afari,Far cattica fari
220,220,Giappone;Colli;nei;minuti,Giappone E SE Colli nei NFI minuti,Giappon;esecoll;i;nei,Giapponesecollinei
221,221,totali;nono,S E totali nono G M,Settona;le;nono,Settonale nono
222,222,schiarisce;Ares;orso,PR schiarisce Ares O CC orso,Pr;schiarisce,Pr schiarisce
223,223,covo;mitico;La Spezia,F covo mitico L La Spezia,Focovom;iticolaspezia,Focovomiticolaspezia
224,224,grattacieli;gallo,grattacieli D gallo LDO,Grattac;ielli,Grattacieli
225,225,nonno;Ares;ventagli;netti,L nonno R Ares P A ventagli netti,Lonnorare;spaventagli;al;netto,Lonnorare spaventagli al netto
226,226,attori;severi,attori R severi T A,Attori;restati,Attori restati
227,227,bosso;ara;tredicesima;lama;santo,P bosso C ara tredicesima D E L lama D santo,Possedere;C;ara;tredici;santi,Possedere c'ara tredici santi
228,228,,AP Pellico R tesi,Appello;critico,**Appello critico**
229,229,asse;arco;sega;tre,asse S T arco L sega T tre A,Assestare;colpi;al;petto,Assestare colpi al petto
230,230,Pia;ode;oche,Pia T T ode L L oche F,Piatti;dolci;off,Piatti dolci off
231,231,cesari;fradicia;nuncio,A cesari S fradicia N nuncio,Acesaris;di;S;fradicianuncio,Acesaris di S' fradicianuncio
232,232,legno (riferimento ai bastoni che si usano per legare i fagotti);moglie,AV legno moglie TE,Avvolge;legnamente,Avvolge legnamente
233,233,unte;terra,unte S terra T O,Un;test;ratto,Un testratto
234,234,ramo;ode;Io,T ramo NT ode ST Io,Tramonto;d';estate,Tramonto d'estate
235,235,"medaglie;giorno;(questo indizio non è chiaro, ma potrebbe essere un errore di battitura o un termine meno comune; ipotizziamo che sia ""ghiri"");ocra;tic",medaglie G giorno I ghiri S T ocra tic HE,Medagli;eghiristocratich,Medaglieghiristocratich
236,236,arti;area;tate;darsena,P arti T area L tate darsena L,Partita;area;letate;darsena,Partita area letate darsena
237,237,Apis;dei;tori,L Apis dei S tori A T A,Lapsi;destoriate,Lapsi destoriate
238,238,osti;re;tendine,U N osti R A re tendine O,Uno;stiratore;tendine,Uno stiratore tendine
239,239,dura poco;dimette,DIM dura poco dimette,Dimura;po;codimette,Dimura poco dimette
240,240,"FA (le lettere iniziale e finale di ""Francia"");esca;Remo",FA R esca L T Remo S S E,Fare;scaltrire;mosse,Fare scaltrire mosse
241,241,asso;zio;piante;denunce;anice,asso L U zio N E piante N denunce T A anice L E,Assoluzione;di;piante;denunce,Assoluzione di piante denunce
242,242,nano;Tiziano;radi,U nano Tiziano NG radi TA,Una;notizia;che;tarda,Una notizia che tarda
243,243,occhiali;remi,BAL occhiali remi L LE,Balocchi;o;chiare;melle,Balocchi o chiare melle
244,244,noce;nodo;Ra,U noce A nodo Ra TO,Un;ocenario;dorato,Un ocenario dorato
245,245,iguane;aratro,DI iguane SP aratro,Diguane;sparatro,Diguane sparatro
246,246,ricetta;setaccio;star;teste,ricetta setaccio star teste,Ricettastare;di;teste,Ricettastare di teste
247,247,barra;NATO,barra F FI NATO,Bar;raffinato,Bar raffinato
248,248,api;rami;ali;tè,L api rami D E ali tè R E,La;piramide;reale,La piramide reale
249,249,asini;pia;pia,CI asini pia CE pia CE,Cia;sin;ipiace;pice,Ciascuno si piace
250,250,circo;obi;Che,CU circo CR obi OTI Che,Cucirò;corbicioche,Cucirò corbicioche
251,251,scilla;occhi,scilla R occhi N O,Sc;illarocchino,Scillarocchino
252,252,Eolo;Giano,MUS Eolo DI Giano,Museo;di Giano,Museo di Giano
253,253,ambi;vince;NATO,B ambi NO vince N NATO,Bambino;vincente,Bambino vincente
254,254,Lima;lati,PE Lima C U lati,Pelati;maculati,Pelati maculati
255,255,Bambi;naso;salmo,Bambi naso salmo,Bambino;santo,Bambino santo
256,256,ascia;nasse;gnomo;asso,ascia R U nasse gnomo L T O B asso,Asciarun;o;nassegn;omolt;obasso,Asciarun o nassegn omolt obasso
257,257,scudo;Qui;URL,F scudo Qui URL,F;scudoquiurl,F scudoquiurl
258,258,piuma;lava,TRA piuma L lava LLE,Trapiuma;llava;lle,Trapiumalle
259,259,approdi;elsi;setaccio,U approdi T A elsi setaccio S A,Uta;prodi;elsi setaccio,Uta prodi elsi setaccio
260,260,tese;zucche,tese NZA zucche RO,Te;senza;zucchero,Te senza zucchero
261,261,Alpi;basta;re;sì,Alpi R E basta C re sì M A,Alpi;re;bastare sì,Alpi re bastare sì
262,262,campioni;avi;lama;neofiti,APP campioni T avi O lama MMO neofiti,Appassionati;di;novità,Appassionati di novità
263,263,vietato;inizio;Prodi;attimo,U vietato inizio Prodi attimo,Un;viet;atoinizioprodiattimo,Un vietato inizio Prodi attimo
264,264,vigna;re;ali,CA vigna R re N ali,Cava;gnarrinali,Cava gnarrinali
265,265,mi;comaschi,mi L comaschi O,Milco;maschio,Milcomaschio
266,266,gru;ape;anta,gru C CI ape S anta,Gruccia;pesante,Gruccia pesante
267,267,fedi;pera;ara,V I fedi pera M ara,Vifedi;per;amara,Vifedi per amara
268,268,fa;palla;coni,AF fa palla M I coni,Affamati;palloni,Affamati palloni
