,idx,word_guesses,first_pass,solution_words,solution
81,81,cane;verde;sturatori,CA cane verde sturatori,Cane;sturatori verdi,Cane sturatori verdi
82,82,banco;show;sol;Ande,banco show sol L Ande SE,Bancosol;showandes,Bancosol showandes
83,83,coni;frane,coni O frane E,Coni;o;frane,Coni o frane
84,84,albatros;estivo,SCI albatros estivo TA,Albatros;estivo,Albatros estivo
85,85,Siracusa;Asti;Roma;statua,T Siracusa D Asti Roma L F statua,Siracusa;di;Roma;statuaria,Siracusa di Roma statuaria
86,86,,,,
87,87,sassi;amico;fusi,UR sassi amico fusi,Amici;fusi,Amici fusi
88,88,cenni;est,DE cenni est,Decine;estive,Decine estive
89,89,,,,
90,90,tra;capelli;note;bufali,tra F I capelli note C bufali VO,Trifoglio;in;contralto,Trifoglio in contralto
91,91,sci;rime;la,CU sci N rime la NA,Cuné;in;la,Cuné in la
92,92,,,,
93,93,casa;casco;anelli,casa C casco L anelli T A,Casalinga;alate,Casalinga alate
94,94,rima;eredi;statura,rima N eredi S statura T I,Rimesi;staturati,Rimesi staturati
95,95,gatti;datori;lega,gatti datori A lega R A,Gattilaga;adorari,Gattilaga adorari
96,96,rose;burattini;corvo,rose N T A burattini P corvo,Rosentina;burraco,Rosentina burraco
97,97,esca;neonati;cielo;geniale,TR esca NZO neonati cielo GI geniale,Tre;neonatici;neonatici,Tre neonatici neonatici
98,98,coro;rete;zeri,coro O rete RZI zeri E,Coro;zerato,Coro zerato
99,99,drizza;stecche,DI drizza stecche V E,Drizza;vele,Drizza vele
100,100,gip;latte,A gip latte A,Agi;lattea,Agi lattea
101,101,moda;fari,UO moda F fari,Uomo;fa;farfalla,Uomo fa la farfalla
102,102,spine;and;bocche,UN spine NTO and bocche,spine;andate;boccheggianti,spine andate boccheggianti
103,103,gene;o;amino;ginepro;ali,gene GN o RU amino ginepro TR ali,Genere;o;alianti,Genere o alianti
104,104,scialuppa;flauto,scialuppa D EL flauto,S;l;u;ppa,Scialuppa
105,105,,,,
106,106,,,,
107,107,,,,
108,108,,,,
109,109,,,,
110,110,strade;in salita,MO strade S in salita,Strade;salienti,Strade salienti
111,111,orso;renna;tartaro,C orso renna NT tartaro NO,Corrida;rennata;tartaruga;rennata;tartaruga,Corrida rennata tartaruga rennata tartaruga
112,112,tra;scarpe;santi;ponti,tra NE scarpe santi RI ponti,Tra;scarpe;santi,Tra scarpe santi
113,113,sedia;anelli;tela,sedia M anelli A V tela,Me;anellate;tela,Me anellate tela
114,114,,,,
115,115,,,,
116,116,salmo;imputati;matelda,COL salmo imputati M matelda NTI,Colimputati;matelda,Colimputati matelda
117,117,Colombia;ristoratori,Colombia RR ristoratori T I,Colombo;ristoratori,Colombo ristoratori
118,118,nord;Iran;Rosi,G nord Iran C O Rosi,Giro;nordirano,Giro nordirano
119,119,aroma;madonne;diana,NOT aroma NZ madonne R diana,Nota;madornale;diana,Nota madornale diana
120,120,lama;medio;Jano,SA lama medio V I Jano,Salma;medievale,Salma medievale
121,121,con;tocco;nido;rosa,con tocco IO nido P rosa RTA,Contatto;di;nidi;rosa,Contatto di nidi rosa
122,122,Olbia;uno,Olbia RT uno,Olbia;unopostale,Olbia unopostale
123,123,porta;re;re;re;if,COM porta re IR re P re NS IB if,Compiere;rifinitivi,Compiere rifinitivi
124,124,zeppe;denti;fox,P zeppe denti SI N fox SI,Pneumatici;infossati,Pneumatici infossati
125,125,si;cipro;botte;suola,si L cipro DO T botte S TR suola,Si;botte;suola,Si botte suola
126,126,si;goti;vasi,si LL goti N vasi ON E,Silla;gli;novantini,Silla gli' novantini
127,127,su;camion;arti,su D A camion I S P arti,Sui;camionisti,Sui camionisti
128,128,scala;mento;mini;rucola,scala TE MO mento mini NF rucola,Scala;mentale;e;rucolona,Scala mentale e rucolona
129,129,stipendio;preda;tappo,U stipendio preda T tappo N I,Tu;stipendi;intoppo,Tu stipendi intoppo
130,130,,,,
131,131,bachi;grappa,A bachi grappa A,Bac;paglia,Bac paglia
132,132,mira;tariffa,M mira tariffa T I,Mirifica;taratura,Mirifica taratura
133,133,taverna;lancia;stanco;azione,IM taverna lancia N stanco TU azione,Imbarazzante;stancazione,Imbarazzante stancazione
134,134,sila;rana;zie,E sila RAN rana TI zie,Esilarante;zizzania,Esilarante zizzania
135,135,sicuro;chiglia;est;fa;sicuro,IN sicuro NUA chiglia est O fa L sicuro TA,In;fa;est,In fa est
136,136,turno;torce;te,CAL turno T torce te TE,Cal;turno;t;torcate,Calturno t' otorcate
137,137,tenebre;spine;ante,U tenebre spine P E S ante,te;spine;ante,te-spine-ante
138,138,quaderno;ebano;Jano,quaderno E ebano DI FA Jano,Qua;d'ebano;è;Jano,Qua d'ebano è Jano
139,139,gole;corti;trifoglio;rei,RE gole corti LI T trifoglio FER rei,Regole;cortili;trifogli,Regole cortili trifogli
140,140,nido;per,BRA nido per A,Brano;i;nido,Brano 'nido
141,141,dama;nocciola,LIN dama N nocciola,Dama;nocciole,Dama nocciole
142,142,bus;ode;corona,A bus ode CAL corona,Aboca;bu;onacorona,Aboca bu onacorona
143,143,garbo;eliche;Zenit;nate,GU garbo E eliche Zenit R I nate,Garbo;eliche;zenitale,Garbo eliche zenitale
144,144,,,,
145,145,ferie;ore;goccia,ferie L I D ore G I goccia,Ferie;oreologica,Ferie oreologica
146,146,trifoglio;ami;focolari,M trifoglio N ami LIT focolari,Trifoglio;focolariami,Trifoglio focolariami
147,147,sapienza,coll'Era SC sapienza TA,Sapienza;eterna,Sapienza eterna
148,148,bar;coro;ragazzone;a,S bar CO coro R ragazzone a A,Sbarco;di;razza,Sbarco di razza
149,149,Adamo;Erie;fine;ali;Lucrezia;fangosi;fezzi,L Adamo NT Erie F fine S ali Lucrezia G AL fangosi F fezzi,da;Erie;s;ali;L;s;L;fezzi,L da Erie s ali L s fezzi
150,150,posta;dita,PRO posta A R dita,Posta;artigianale,Posta artigianale
151,151,eta;rose;neve;limonata,S eta T rose neve limonata RIO,Sete;tra;rose;limonata,Sete tra' rose limonata
152,152,fermi;magra,fermi RU magra RI,Fermi;magri,Fermi magri
153,153,trattore;lar,trattore G O lar,Trattore;gallo,Trattore gallo
154,154,lama;sbava;mela;spiaggia,lama sbava mela spiaggia,La;mareala;melo,La mareala melo
155,155,stadio;spinoso,TE stadio DA spinoso,St;ad;ioso,Stadio spinoso
156,156,,,,
157,157,,,,
158,158,lepre;radici,VI lepre radici NTE,Viale;triclini,Viale triclini
159,159,,,,
160,160,solista;bello;re,VE solista bello R re O,Vespa;reale,Vespa reale
161,161,reo;rime;spillo,T reo rime SV spillo,Tre;re;mi;spillo,Tre re mi spillo
162,162,,,,
163,163,avi;a;gola,UN avi T a gola TA,Tu;ati;golata,Tu ati golata
164,164,,,,
165,165,re;verde;narici,A re verde L L I narici,Are;verde,Are verde
166,166,,,,
167,167,ali;doge;era,V ali doge N era LE,Volare;nelera,Volare nelera
168,168,sbronzelli;obesi;debitori,S sbronzelli EN obesi debitori RA,Sberleffi;obsoleti,Sberleffi obsoleti
169,169,re;sebo;ulivo,C re M sebo ulivo N I,Crema;di;noci,Crema di noci
170,170,,,,
171,171,sola;puliti,AS sola T ICA puliti,Solare;pulizia,Solare pulizia
172,172,Po;rima;foro,Po POL rima CA foro,Polvere;foracarta,Polvere foracarta
173,173,,,,
174,174,alba;brivido;vecchio;scolare,AF alba brivido A vecchio MU scolare,Alfabetico;avvescicolare,Alfabetico avvescicolare
175,175,vela;romolo;pollaio,RI vela romolo D E pollaio,Rivelatore;Romano,Rivelatore Romano
176,176,balcone;retto,PO balcone G retto,Balcone;retorico,Balcone retorico
177,177,provetta;antiche,S provetta antiche N E,Sprovetta;di;antiche,Sprovetta di antiche
178,178,coda;grosso,PAC coda grosso TTI,Pa;c;sottigliezza,Pa c-sottigliezza
179,179,bombe;opere;posta,E bombe N opere GIS posta,Ebano;opostale,Ebano opostale
180,180,lira;primo,DO L lira MO L primo,Dolce;primizia,Dolce primizia
181,181,,,,
182,182,a;pelle;cono;mimi;rima,a pelle R E cono N mimi rima ME,Apelle;re;cono;n;rima,Apelle re cono n'mimi rima
183,183,ottico;milioni,D ottico M milioni,Dolce;milionario,Dolce milionario
184,184,buca;Petrarca,buca L Petrarca T I,Bucola;ritica,Bucolirica
185,185,logico;formiche,logico formiche R A,Logico;formi;cari,Logico formi'cari
186,186,Ares;tra;dei;Ersa,F Ares tra dei S O L Ersa,Fidei;tra;deilucenti,Fidei tra deilucenti
187,187,ramoscello;arpione;scure,G ramoscello L E arpione L scure,Grancassa;e;scure,Grancassa e scure
188,188,avi;tesori;scalata,L avi TT tesori AC scalata,La;tesoreria;a,La tesoreria a
189,189,liceo;cozze;zio;zuppa;pepe,liceo T cozze C A zio N E zuppa pepe R E,Licenzia;toccozuppare,Licenzia toccozuppare
190,190,zio;riva;satin;Ari,L zio riva R satin N T Ari,Lirica;Ristretta,Lirica Ristretta
191,191,cancelli;sarcofagi;fluidi,SG cancelli sarcofagi FAGI fluidi,Sarcogani;fluidificanti,Sarcogani fluidificanti
192,192,faggi;crine;eretti;Marte,PI faggi crine RE L eretti E.t. A Marte NTU,Pifagorici;criniera;re;eretti;antunale,Pifagorici criniera re eretti antunale
193,193,,,,
194,194,porta;pittura;brevi;onde;tè,IM porta N pittura B brevi O onde NTI tè,Porta;brevi;onde,Porta brevi onde
195,195,,,,
196,196,,,,
197,197,cielo;gazze,cielo G gazze C A,Cielo;gazze,Cielogazze
198,198,secolo;sarcofago;scalpello;esche,S secolo sarcofago R N scalpello L esche,Secolo;scalpellinesche,Secolo scalpellinesche
199,199,,,,
200,200,porta;re;madre;imposte,COM porta re STR madre G imposte,Comportare;regina,Comportare regina
201,201,nel;avi;su,nel UM avi S su T O,Nelu;avissuto,Nelu avissuto
202,202,usignolo;ape;infame,usignolo LUN ape RT RA infame,Usi;la;ape;rara;infame,Usi la ape rara infame
203,203,regina;pentito;taverna,regina S U pentito PP taverna,Regina;suppentornata,Regina suppentornata
204,204,un;gas;dopo;LO,L un gas dopo LO BA,Lungo;dopo,Lungo dopo
205,205,stappa;lobi;coda;esca,UN stappa lobi A N coda RI C esca,Stappa;lobi;coda;stappa;coda,Stappa lobicoda stappa coda
206,206,,,,
207,207,sapienze;idolo,sapienze B I L idolo R I,sapienzidolo;bilirioso,sapienzidolo bilirioso
208,208,gatta;bufali,G gatta bufali E,Gatta;bufale,Gatta bufale
209,209,orse;giare;unto;monte,S orse G giare unto M monte N DO,Sorgente;di;montuno,Sorgente di montuno
210,210,fede;gambe;Dion;raccordo,A fede UNP gambe Dion R E CA raccordo,Afede;di;Dion;raccordo,Afede di Dion raccordo
211,211,onde;boa;cometa,F onde boa PO cometa LLO,Fonda;bo;cometa,Fonda bo cometa
212,212,pinne,pinne D IS postine P O tine,Pinne;postine,Pinne postine
213,213,,,,
214,214,topi;veri;bombe,ATT topi veri bombe SI,Attivisti;veribombe,Attivisti veribombe
215,215,,,,
216,216,lepre;dadi;fughe;nord,L lepre N dadi F fughe NT nord,Lepre;di;fuggine,Lepre di fuggine
217,217,serpente;gioielli;o;temeraria,A serpente M gioielli o C UN temeraria,Amo;gioielli;temeraria,Amo gioielli temeraria
218,218,tirreno;vanga;esche,T tirreno G vanga D esche,Ti;vanga;esche,Ti vanga esche
219,219,,,,
220,220,oriente;dori;neo;tic,oriente E SE dori neo N FI tic,Oriente;dori;e;tic,Oriente dori e tic
221,221,alte;nono,SE alte nono GM,Sale;non;gambe,Sale non gambe
222,222,giorno;Ares;orso,PR giorno Ares O CC orso,Giornoareso;Giornoareso,Giornoareso
223,223,nido;eroe;ligure,F nido eroe L ligure,Nidel;ligero,Nidel ligero
224,224,grattacieli;plana,grattacieli D plana L D O,Grattacieli;planari,Grattacieli planari
225,225,,,,
226,226,,,,
227,227,,,,
228,228,Berlusconi;tesi,AP Berlusconi R tesi,Berlusconiana;tesi,Berlusconiana tesi
229,229,,,,
230,230,Callas;alta;leoni,Callas TT alta LL leoni F,Callas;alta;leoni,Callas alta leoni
231,231,preti;bagno;voto,A preti S bagno N voto,Ap;re;s;voti,Apres-voti
232,232,viti;moglie,AV viti moglie TE,Avvitata;mogigliera,Avvitata mogigliera
233,233,burro;terra,burro S terra T O,Su;Terrestre;Torta,Su Terrestre Torta
234,234,,,,
235,235,discipline;gita;zecche;siena;ippica,discipline G gita I zecche S T siena ippica HE,Disciplina;ginippica,Disciplina ginippica
236,236,,,,
237,237,mune;dei;tori,L mune dei S tori A TA,Lune;stellata,Lune stellata
238,238,,,,
239,239,,,,
240,240,,,,
241,241,scotch;zio;cactus;manette;vaniglia,scotch LU zio NE cactus N manette TA vaniglia,Scocciature;di;cactus;notturne,Scocciature di cactus notturne
242,242,,,,
243,243,occhiali;remi,BAL occhiali remi L LE,Occhialire;è;la;legge,Occhialire è la legge
244,244,nocciola;riso;Ra,U nocciola A riso Ra TO,A;Riso;Riso,A Riso Riso
245,245,gechi;aratro,DI gechi SP aratro,Gechi;ardui,Gechi ardui
246,246,ricetta;setaccio;star;spiritosi,ricetta setaccio star spiritosi,Ricettacolo;di;spiritosità,Ricettacolo di spiritosità
247,247,,,,
248,248,,,,
249,249,ratti;santa,CI ratti santa CE CE,Ci;r;santace;santace,Cire santacesantace
250,250,cinema;cintura;Hemingway,CU cinema CR cintura OTI Hemingway,Cucitura;Hemingway,Cucitura Hemingway
251,251,strutto;occhi,strutto R occhi N O,Ruoto;occhialino,Ruoto occhialino
252,252,Vulcano;Jano,MUS Vulcano D I Jano,Musico;divano,Musico divano
253,253,,,,
254,254,Lima;limiti,PE Lima C U limiti,Per;limiti,Per limiti
255,255,Bambi;Naso;Vespero,Bambi Naso Vespero,Bambino;Nascere,Bambino Nascere
256,256,,,,
257,257,scudo;Qui;URL,F scudo Qui URL,F;URL,FURL
258,258,pelo;lava,TRA pelo L lava LLE,Tra;lava;lava,Tra lava lava
259,259,navi;piante;tela,U navi T A piante tela S A,Tela;piana;asciugamani,Tela piana asciugamani
260,260,visiere;zucca,visiere NZA zucca RO,Vi;uc;caro,Viucaro
261,261,periferia;sa;diesis;si,periferia R E sa C diesis si MA,Peri;sa;sima,Peri sa sima
262,262,campioni;avi;lama;manovali,APP campioni T avi O lama MMO manovali,Appaltatori;di;manovali,Appaltatori di manovali
263,263,stop;zero;Prodi;minuto,U stop zero Prodi minuto,St;Pro;omino,StProominio
264,264,vite;diesis;niente,CA vite R diesis N niente,Cr;radice,Cr radice
265,265,sol;lombardi,sol L lombardi O,Soli;lontani,Soli lontani
266,266,geco;ape;ante,geco C CI ape S ante,Geco;ape,Geco ape
267,267,fede;piramide;menhir,VI fede piramide M menhir,Vifede;piramide;menhir,Vifede piramide menhir
268,268,,,,
269,269,,,,
270,270,t;spine;romana;bianca,t spine romana DAM AN bianca,T;spine;romanamente,T spine romanamente
271,271,bustino;sbranato,A bustino IG sbranato,Abito;sbranatorio,Abito sbranatorio
272,272,ciotole;Ducato,A ciotole Ducato RI,Acquario;di Ducale,Acquario di Ducale
273,273,piedi;si;febbre,CO piedi si FES febbre,Cospiedi;si;febbricitante,Cospiedi si febbricitante
274,274,Inca;Cola;cuneo;ore,Inca L Cola BI cuneo L ore,Incalcolabile;ore,Incalcolabile ore
275,275,gola;cravatte,GR gola cravatte N O,Gola;cravatte,Gola cravatte
276,276,marx;capanno,AL marx BE capanno,Alberi;bacino,Alberi bacino
277,277,,,,
278,278,timone;aquilana;giri,timone SIO aquilana giri T A,Timone;girare;girare,Timone di girare girare
279,279,con;liuti;re,con T liuti CO re,Conliutico;re,Conliutico re
280,280,,,,
281,281,cielo;goli;rime;zeppi;gold,cielo GA goli P rime zeppi TR AL gold,Cielo;goli;rime;zeppi;gold,Cielogoli rimezeppi gold
282,282,,,,
283,283,luna;lira;glaive,AF luna BI lira G glaive,Lunalira;ghiaccio,Lunalira ghiaccio
284,284,porta;gecko;lecche,RE porta gecko L lecche L E,Repubblica;lecchelecche,Repubblica lecchelecche
285,285,sì;lira;spade,E sì lira G spade TTE,Elisa;spadettina,Elisa spadettina
286,286,assi;ramo;isbe,assi ramo ET isbe,Assi;e;isbare,Assi e isbare
287,287,,,,
288,288,tea;nullo;ali,VI N tea nullo N I ali,Vinatea;nulloniali,Vinatea nulloniali
289,289,Barbiere;ginocchio,Barbiere G ginocchio T A,Barbiere;ginocchiato,Barbiere ginocchiato
290,290,,,,
291,291,Oglio;pini,L Oglio pini NNE,Loglio;pinene,Loglio pinene
292,292,affoga;lenti;primi;cento,affoga C C U lenti primi C A R cento,affogacento;primilenti,affogacento primilenti
293,293,topi;bomba;meta,U topi bomba D meta A,Bomba;meta,Bomba meta
294,294,persiane;la;strutto;castigo,SM persiane L la strutto C castigo RI,Sottomarini;lustra,Sottomarini lustra
295,295,,,,
296,296,tocco;giovinetto;est,FO tocco giovinetto M est ICO,Tocchinest;giovinetto,Tocchinest giovinetto
297,297,gamba;tesoro;seno,M gamba T tesoro S seno,Magia;tesereno,Magia tesereno
298,298,eroi;spiga,FI eroi spiga LE,Fiori;spigliati,Fiori spigliati
299,299,stipo;puledri;in,ES stipo TO puledri V in I,Estinzione;di;inizi,Estinzione di inizi
300,300,fisonomie;gradi,fisonomie T E gradi T E,Fisonomie;grade,Fisonomie grade
301,301,,,,
302,302,anfora;suola,MAN anfora S suola GI,Manosuola;gigante,Manosuola gigante
303,303,oli;toque;lime;teramo,P oli TI toque AL lime N T teramo,Politecnico;teramano,Politecnico teramano
304,304,spada;tuffetto;ore,DA spada LT tuffetto L ore,Daspada;tuffetto;lore,Daspada tuffetto lore
305,305,facce;mano;mattarello,facce N mano M mattarello T E,Facce;manomattare,Facce manomattare
306,306,mano;via,CA mano via NO,Ciao;in;novanta,Ciao in novanta
307,307,sbirro;Ovest;fuga;seta,L sbirro ON Ovest A D fuga SE seta,sbirro;Ovest;fugaseta;Ovest;fugaseta,sbirro Ovest fugaseta Ovest fugaseta
308,308,superstizione;nonna,PIU superstizione LZ nonna,Super;stizione;nonna,Supernonna
309,309,porta;ne;saggina,porta E ne IAM saggina NA,Porta;saggina,Porta saggina
310,310,regina;ingrassa;sacro,regina ST ingrassa sacro NTE,Regina;sta;ingrassando;notevolmente,Regina sta ingrassando notevolmente
311,311,radice;tempo,radice A FI tempo MI,Ricerca;a;miti,Ricerca a miti
312,312,rabbia;sfrontata,ES rabbia NS sfrontata,Rabbiosa;sfrontatezza,Rabbiosa sfrontatezza
313,313,cani;rasoio;Tina,cani C O rasoio T TU Tina,Canoro;otto,Canoro otto
314,314,bianchi;berta;riflettori,C bianchi BI berta R riflettori,Cbianchiberta;riflessi,Cbianchiberta riflessi
315,315,bomba;rei;antica,DO bomba rei NG antica,Bomba;re;antica,Bomba re antica
316,316,binari;zollette;boa,B binari zollette S C O boa,Binari;zolletteboarie,Binari zolletteboarie
317,317,squali;ratti;pagaia,SC squali P ratti pagaia TE,Squali;P;pagaia;pagaia,Squali Pratti pagaia pagaia
318,318,scena;mitico,UO scena MP mitico,Museo;scenico,Museo scenico
319,319,grazia;rattrap;viso,S grazia I A rattrap R T A viso,Sgraffi;ravi,Sgraffi ravi
320,320,,,,
321,321,,,,
322,322,soci;edera;favo,soci C edera favo R I,Società;cerafori,Società cerafori
323,323,Benigni;colpevoli;Franciacorta,ME Benigni colpevoli MP Franciacorta,Meccanica;colpevolmente,Meccanica colpevolmente
324,324,boia;attori,RA C boia attori RN E,Riboia;di;eredità,Riboia di eredità
325,325,raggi;zaino;destrezza,raggi UN zaino NT destrezza DE,Raggiunzaino;o;destrezza,Raggiunzaino o destrezza
326,326,prete;noci;lama;nodi;pappagallo;scure,prete N noci A L lama nodi U N pappagallo G scure,Prete;noci;lama;a;nodi;pappagallo,Prete noci lama a nodi pappagallo
327,327,arti;spine;tori;chiaro,arti ST spine L tori CHI chiaro O,Arti;spine;chiaro,Arti spine chiaro
328,328,grotta;risa,ST grotta risa GUE,Grotta;risata,Grotta risata
329,329,stadi;soprani;ali,BU stadi soprani AND ali,Busti;di;alianti,Busti di alianti
330,330,straccio;rapsodia;residui,RI straccio R rapsodia TT residui,Ris;stra;diuridi,Risstra diuridi
331,331,fiaschi;luce;remota;ante,UN fiaschi L luce R remota G ante,Lu;ce;remotamente,Luce remotamente
332,332,Moro;Susa;Lili,RU Moro S Susa Lili L L O,Morosamente;sussultano,Morosamente sussultano
333,333,sette;Ursa;via;pepe,U sette S Ursa F via pepe LE,Use;sursa;pepera,Use sursa pepera
334,334,gatti;ali,CA gatti ali SA,Caglia;atta,Caglia atta
335,335,gote;star;assi,M gote star ST I assi,Magari;sta;assidua,Magari sta assidua
336,336,ospita;Corpus;ospita,ospita S I Corpus ospita MO ospita,ospita;siccome,ospitasiccome
337,337,anfore;rea;voliere,T anfore RA rea L E voliere,Tavole;reale,Tavole reale
338,338,tovaglia;uno;bozza,COR tovaglia U uno BI bozza,Coro;un;boccione,Coro un boccione
339,339,pedina;moro;toga,E pedina moro toga C O,Epoca;togata,Epoca togata
