,idx,word_guesses,first_pass,solution_words,solution
75,75,danno;venti,danno SI E venti,Dannosi;eventi,Dannosi eventi
76,76,riga;colo;cono;Talia;nodo,I L riga colo E cono MI COI Talia nodo GGI,Il;rigacolo;economici;alti al;a;nodi,Il rigacolo economici alti al a' nodi
77,77,ave;rei;dei;ori;gin;ali,ave rei dei ori gin ali,Avere;idei;originali,Avere idei originali
78,78,api;doc;mento,R api doc O M mento,Rapido;commento,Rapido commento
79,79,musi;tini;dame;cani,musi C I S tini R dame R I cani,Musicisti;nirdamericani,Musicisti nirdamericani
80,80,pera;colt;ree;orma;navi;ara,SA pera S colt A ree orma IU navi R T U R ara,Saper;ascoltare;e;oremai;una;virtù;rara,Saper ascoltare e oremai una virtù rara
81,81,osso;in;ali,CA osso in ali,Caos;soinali,Caos soinali
82,82,Ra;star;do;Ande,Ra star do L Ande SE,Rastar;dolande,Rastar dolande
83,83,coni;cali,coni O cali E,Conio;cal;Ie,Conio cal Ie
84,84,albatro;sci,SCI albatro sci TA,Scialba;troscita,Scialba troscita
85,85,Avola;Asti;Roma;erma,T Avola D Asti Roma L F erma,Tavola;da;stiro;malferma,Tavola da stiro malferma
86,86,neri;cori;amo,GE neri cori CH I amo,Generico;richiamo,Generico richiamo
87,87,lacci;con;fusi,UR lacci con fusi,Urlacci;confusi,Urlacci confusi
88,88,tic;fa,DE tic fa,Detica;fa,Detica fa
89,89,pera;rea;Senna;mente,O pera rea S Senna T A mente,Operare;assennatamente,Operare assennatamente
90,90,tra;letti;in;orsi,tra F I letti in C orsi VO,Trafittine;in;corsivo,Trafittine in corsivo
91,91,sci;odi;la,CU sci N odi la NA,Cusino;di;lana,Cusino di lana
92,92,amo;perle;terni,amo R E perle terni T A,Amore;per;l;eternità,Amore per l'eternità
93,93,casa;casco;ori,casa C casco L ori T A,Casacca;scolorita,Casacca scolorita
94,94,rima;eredi;alte,rima N eredi S alte TI,Rimanere;disaltesti,Rimanere disaltesti
95,95,mici;da;lega,mici da A lega RA,Micidale;gara,Micidale gara
96,96,viole;fili;pica,viole N T A fili P pica,Violenta;filippica,Violenta filippica
97,97,esca;nati;colle;ali,TR esca N ZO nati colle G I ali,Tre;scansonati;collegiali,Tre scansonati collegiali
98,98,su;lenza;ari,su O lenza RZI ari E,Suole;nazarzie,Suole nazarzie
99,99,vela;sci,DI vela sci V E,Dive;lascive,Dive lascive
100,100,moro;stanchi,A moro stanchi A,Amorosa;tia,Amorosa tia
101,101,moda;fari,UO moda F fari,Uomo;d;affari,Uomo d'affari
102,102,viole;Ra;more,U N viole N T O Ra more,Un;violento;ramore,Un violento ramore
103,103,asse;are;oli;tea;ali,asse GN are R U oli tea T R ali,Assenare;ruoli;teatrali,Assenare ruoli teatrali
104,104,lancia;ocarina,lancia D EL ocarina,L;ancia;del;ocarina,L'ancia del ocarina
105,105,nonna;Oglio;pere,nonna V Oglio S A pere,Non;na;vogli;osapere,Non na vogli osapere
106,106,navi;Sion;topi,U navi Sion EU topi CA,Una;visione;utopica,Una visione utopica
107,107,astori;epe;occhio;collo,L astori epe N occhio DI collo DI,La;storia;di;Penelope;di;Collo,"La storia di Penelope, di Collo"
108,108,rea;rea;rose;bus,C rea rea M O rose bus E,Creare;amorose;busese,Creare amorose busese
109,109,orsi;orsi;nate,C orsi F orsi N nate,Corsi;fiorisnate,Corsi fiorisnate
110,110,strade;erta,MO strade S erta,Mostra;deserta,Mostra deserta
111,111,orso;alce;orbi,C orso alce NT orbi NO,Corso;al;centro;bi;no,Corso al centro bi no
112,112,in;stivali;santi;volte,in N E stivali santi R I volte,Inniesti;valisani;tirivole,Inniesti valisani tirivole
113,113,sedia;ori;remo,sedia M ori A V remo,Se;diamo;riarremo,Se diamo riarremo
114,114,melone;agente;Edipo;tea;zio,TE melone ST agente L Edipo ES tea zio NI,Teme;l;onesta;gente;al;dipestea;zioni,Teme l'onestà gente al dipestea zioni
115,115,verde;righa,A verde LCA righa,Aver;del;carigha,Aver del carigha
116,116,lauda;rei;pia,COL lauda rei M pia NTI,Colaudare;impianti,Colaudare impianti
117,117,Colombia;osti,Colombia RR osti T I,Colombi;arrostiti,Colombi arrostiti
118,118,ovest;Iran;rosi,G ovest Iran C O rosi,Gove;strancorosi,Gove strancorosi
119,119,aroma;ave;Diana,NOT aroma N Z ave R Diana,Nota;romanza;verdiana,Nota romanza verdiana
120,120,lame;vedo;Giano,SA lame vedo V I Giano,Salame;vedovigiano,Salame vedovigiano
121,121,con;tuba;nidi;astice,con tuba IO nidi P astice RTA,Contubanio;di;pasta;cicer,Contubanio di pasta cicer
122,122,gol;uno,gol RT uno SO,Gol;runtoso,Gol runtoso
123,123,porta;mento;re;re;ile,COM porta mento IR re P re NS IB ile,Comportamento;irreprensibile,Comportamento irreprensibile
124,124,ossi;denti;gale,P ossi denti SI N gale SI,Possidenti;singalesi,Possidenti singalesi
125,125,do;Cipro;tino;ali,do L Cipro DO T tino S TR ali,Dolci;prodotti;nostrali,Dolci prodotti nostrali
126,126,fa;odi;vasi,fa LL odi N vasi ON E,Fallo;d;invasione,Fallo d'invasione
127,127,su;tir;armi,su DA tir ISP armi,Sudati;risparmi,Sudati risparmi
128,128,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;momento;di;sconforto,Triste momento di sconforto
129,129,sussidio;stia;tacchi,U sussidio stia T tacchi NI,Ususi;diostì;attacchini,"Ususi, diostì attacchini"
130,130,arco;mesi;est,F arco mesi DES ID est,Far;come;si;disidest,Far come si disidest
131,131,pere;gin,A pere gin A,Ape;rigina,Ape rigina
132,132,ora;lista,M ora lista TI,Moralisti;stati,Moralisti stati
133,133,bar;azza;tesi;azione,I M bar azza N tesi T U azione,Imbarazzante;situazione,Imbarazzante situazione
134,134,Sila;tino;zie,E Sila RAN tino TI zie,Esilaranti;notizie,Esilaranti notizie
135,135,si;re;sol;fa;si,IN si NUA re sol O fa L si TA,Insinuar;esol;falsità,Insinuar esol falsità
136,136,mano;tede;sta,CAL mano T tede sta TE,Calma;notte;d;estate,Calma notte d'estate
137,137,nere;dita;ante,U nere dita P E S ante,Un;eredità;pesante,Un'eredità pesante
138,138,diario;nera;Giano,diario E nera DI FA Giano,Diari;oenera;di;fagiano,Diari oenera di fagiano
139,139,gole;mi;ari;ree,R E gole mi L I T ari F ER ree,Regole;militari;ferree,Regole militari ferree
140,140,nido;per,BRA nido per A,Brani;d;opera,Brani d'opera
141,141,dama;ostrica,LIN dama N ostrica,Linda;manovrica,Linda manovrica
142,142,tram;odi;manti,A tram odi C A L manti,Atramo;di;calmanti,Atramo di calmanti
143,143,star;ali;cime;nate,GU star E ali cime R I nate,Gustare;alici;merinate,Gustare alici merinate
144,144,auto;dei;api;Ale,L auto R E dei L C api T Ale,L;auto;re;de;ilcapi,L'auto re de ilcapi
145,145,sci;ore;sta,sci L I D ore GI sta,Scilid;oregista,Scilid oregista
146,146,ari;ami;are,M ari N ami LIT are,Marin;amilite,Marin amilite
147,147,Atena,coll'Era SC Atena TA,Collera;scatenata,Collera scatenata
148,148,bar;inno;man;di,S bar CO inno R man di A,Sbarco;in;Normandia,Sbarco in Normandia
149,149,Eva;Erie;anno;ali;rea;losi;etti,L Eva NT Erie F anno S ali rea G AL losi F etti,Le;vantier;effa;nosa;l;irea;g;allosi,Le vantier effa nosa lirea g allosi
150,150,posta;dita,PRO posta A R dita,Proposta;ardita,Proposta ardita
151,151,tra;olente;di;menta,S tra T olente di menta RIO,Strato;l;ente;dimensionario,Strato l'ente dimensionario
152,152,Saba;magra,Saba RU magra RI,Sabar;umagri,Sabar umagri
153,153,trattrice;lari,trattrice G O lari,Tratti;riegolari,Tratti riegolari
154,154,lama;nodo;pera;costa,lama nodo pera costa,La;manodopera;costa,La manodopera costa
155,155,stadio;lisca,TE stadio DA lisca,Testa;di;odalisca,Testa di odalisca
156,156,anca;nera,C anca nera SPA,Cancia;n;erasa,Cancia n erasa
157,157,P.O.;soma;tino,RI P.O. soma T TU tino,Riposo;mattutino,Riposo mattutino
158,158,lepre;tende,VI lepre tende N T E,Vile;pretendente,Vile pretendente
159,159,Ande;si;ali,B Ande CRI si N ali,Band;erisinali,Band erisinali
160,160,la;tomo;mori,VE la tomo R mori O,Velato;mormorio,Velato mormorio
161,161,reo;redi;ascia,T reo redi S V ascia,Tre;ore;di;svascia,Tre ore di svascia
162,162,arti;stiva;lenti,arti stiva lenti,Artisti;valenti,Artisti valenti
163,163,avi;are;gola,U N avi T are gola TA,Una;vita;regolata,Una vita regolata
164,164,armo;terno,F armo S terno,Far;mosterno,Far mosterno
165,165,re;eco;nari,A re eco L L I nari,Are;collinari,Are collinari
166,166,roccaforti;Eva;are,roccaforti R Eva N T are,Roccafort;ir;evante,Roccafort ir evante
167,167,ali;doge;Era,V ali doge N Era LE,Valido;generale,Valido generale
168,168,osti;epe;rei,S osti EN epe rei RA,Sostiene;preireira,Sostiene preireira
169,169,re;adipe;pruno,C re M adipe pruno NI,Crema;di;epuroni,Crema di epuroni
170,170,arti;anitra;topo,arti G I anitra topo SI,Artigiani;tratoposi,Artigiani tratoposi
171,171,sola;lobi,AS sola T ICA lobi,Asolatic;alobi,Asolatic alobi
172,172,Po;ode;dente,Po P OL ode CA dente,Popolo;decadente,Popolo decadente
173,173,su;Diogene;liso;i;topo;posa;mente,su S SI Diogene liso i topo M posa mente,Sussidio;geneliso;iato;pompamente,Sussidio geneliso iato pompamente
174,174,fa;tic;mento;scodella,AF fa tic A mento MU scodella,Affaticamento;muscodella,Affaticamento muscodella
175,175,vela;remo;stia,RI vela remo D E stia,Rivelare;modestia,Rivelare modestia
176,176,verone;retto,PO verone G retto,Povero;negretto,Povero negretto
177,177,cavia;date,S cavia date N E,Scavi;ad;Atene,Scavi ad Atene
178,178,coda;tigre,PAC coda tigre TTI,Pacco;d;atigretti,Pacco d'atigretti
179,179,mine;tele;messo,E mine N tele GIS messo,Eminente;legisimesso,Eminente legisimesso
180,180,cetre;ante,DO L cetre MO L ante,Dolce;tremolante,Dolce tremolante
181,181,Ischia;odi;ode;mento,DI Ischia odi V ode L MO mento,Di;ischia;odio;vò;del momento,Di ischia odio vò del momento
182,182,tra;pera;conica;ore;lesta,tra pera R E conica N ore lesta ME,Traperare;con;icano;r;estame,Traperare con icano r'estame
183,183,ottico;menti,D ottico M menti,Dotti;commenti,Dotti commenti
184,184,cava;vico,cava L vico TI,Cavalli;vicit,Cavalli vicit
185,185,tre;cavallette,tre cavallette R A,Trecavall;e;ttera,Trecavall e' ttera
186,186,Ares;tra;dei;Ate,F Ares tra dei S O L Ate,Fare;strade;isolate,Fare strade isolate
187,187,ramo;amo;azza,G ramo LE amo L azza,Gramole;a;molazza,Gramole a molazza
188,188,avi;ori;erta,L avi TT ori AC erta,La;vittoria;certa,La vittoria certa
189,189,in;ravioli;zio;ali;menta,in T ravioli C A zio N E ali menta RE,Intraviolica;zionale,Intraviolica zionale
190,190,avo;ripa;lame;ari,L avo ripa R lame N T ari,Lavori;paralamentari,Lavori paralamentari
191,191,usci;are;oli,S G usci are F A G I oli,Sgusciare;fagiol,Sgusciare fagiol
192,192,aceri;corda;ali;Giove,PI aceri corda RE L ali E.t. A Giove NTU,Piaci;ericorda;re;lali;etagiove,Piaci ericorda re lali etagiove
193,193,iene;rima;oche;mais;pera,V iene P rima CI oche mais I S pera,Viene;prima;ciò;che;mai;si;spera,Viene prima ciò che mai si spera
194,194,porta;tela;ore;scie;fico,IM porta N tela B ore O scie NTI fico,Importante;laborioso;cieco,Importante laborioso cieco
195,195,polo;scope;nato,TI polo scope D I nato,Tipo;lopes;codinato,Tipo lopes codinato
196,196,van;da;Bolle,BE van da Bolle NTE,Bevanda;bolente,Bevanda bolente
197,197,colle;gru,colle G gru C A,Colleg;gruca,Colleg gruca
198,198,Era;teca;ascia;esche,S Era teca R N ascia L esche,Sera;tecarnascelesche,Sera teca rnascelesche
199,199,estive;di,T estive di CI,Testi;vedici,Testi vedici
200,200,porta;mento;ava;ante,COM porta mento ST R ava G ante,Comportamento;stravagante,Comportamento stravagante
201,201,tra;avi;su,tra UM avi S su TO,Trauma;visusto,Trauma visusto
202,202,astore;ape;verso,astore LUN ape RT RA verso,Aste;ro;luna;per;trasverso,Aste ro luna per trasverso
203,203,mi;reo;oste,mi S U reo PP oste,Misure;opposte,Misure opposte
204,204,un;gas;col;Ra,L un gas col Ra BA,Lunga;scolarà,Lunga scolarà
205,205,oste;lobi;ala;amo,UN oste lobi A N ala RI C amo,Un;osteolob;ianala;ri;càmò,Un osteolob ianala ri càmò
206,206,arse;nidi;tesa,F arse G nidi N tesa,Far;segni;d;intesa,Far segni d'intesa
207,207,indici;idolo,indici BI L idolo RI,Indicibili;dolori,Indicibili dolori
208,208,re;tori,G re tori E,Gret;orie,Gret orie
209,209,orse;giare;unta;ari,S orse G giare unta M ari N DO,Sorseggiare;un;tamarindo,Sorseggiare un tamarindo
210,210,vere;arti;cola;risma,A vere UNP arti cola R E CA risma,Avere;un;particolare;carisma,Avere un particolare carisma
211,211,onde;re;rana,F onde re PO rana LLO,Fondere;pora;nallò,Fondere pora nallò
212,212,in;posti;tini,in D IS posti PO t tini,Indisposti;pottini,Indisposti pottini
213,213,re;di;re;sci;re,P re di re re sci A GU re,Predire;resciagure,Predire resciagure
214,214,ratti;veri;mine,ATT ratti veri mine SI,Attrattive;riminesi,Attrattive riminesi
215,215,ossa;ali;Greci;ombra,G R ossa V ali G I Greci NG ombra,Grossa;valigia;già;greca,Grossa valigia già greca
216,216,oca;dadi;orme;est,L oca N dadi F orme NT est,Locanda;di;formest,Locanda di formest
217,217,verme;ori;ala;osa,A verme M ori ala C UN osa,Aver;memoria;lacunosa,Aver memoria lacunosa
218,218,rema;rete;esche,T rema G rete D esche,Tre;magre;tedesche,Tre magre tedesche
219,219,arca;via;fari,F arca TTI via F fari,Far;cattivi;affari,Far cattivi affari
220,220,Est;colli;nei;ore,Est E SE colli nei NF I ore,Estese;colline;in;fiore,Estese colline in fiore
221,221,menti;nona,S E menti nona GM,Sementi;non;aghm,Sementi non aghm
222,222,est;Ares;orso,PR est Ares O CC orso,Prestare;soccorso,Prestare soccorso
223,223,re;mitico;Pi,F re mitico L Pi,Fremiti;colpi,Fremiti colpi
224,224,grattacioli;oca,grattacioli D oca LDO,Grattai;colido,Grattai colido
225,225,avo;Ares;rinfreschi;netti,L avo R Ares P A rinfreschi netti,Lavorare;sparin;fr;eschinetti,Lavorare sparin fr'eschinetti
226,226,dive;duri,dive R duri TA,Diverd;urita,Diverd urita
227,227,rovo;are;lira;lama;re,P rovo C are lira DE L lama D re,Provocare;l;ira;della;madre,Provocare l'ira della madre
228,228,Pellico;tesi,AP Pellico R tesi,Appelli;cortesi,Appelli cortesi
229,229,asse;arco;ascia;est,asse ST arco L ascia T est A,Asterar;colas;ciat;està,Asterar colas ciat està
230,230,pia;ode;oche,pia TT ode LL oche F,Piatto;della;chef,Piatto della chef
231,231,vie;assonata;ermo,A vie S assonata N ermo,Aviesasso;na;t;anerma,Aviesasso na t'anerma
232,232,rami;signora,AV rami signora TE,Avramis;ignorata,Avramis ignorata
233,233,unte;Terra,unte S Terra TO,Un;tese;terrato,Un tese terrato
234,234,ramo;ode;Ate,T ramo NT ode ST Ate,Tramonto;d;estate,Tramonto d'estate
235,235,ori;in;ari;rame;tic,ori G in I ari S T rame tic HE,Origini;aristocratiche,Origini aristocratiche
236,236,arti;auto;ostetriche;rada,P arti T auto L ostetriche rada L,Partita;auto;loto;sterica,Partita auto loto-sterica
237,237,api;divi;tori,L api divi S tori A TA,Lapidi;visitori,Lapidi visitori
238,238,osti;mento;tendine,U N osti RA mento tendine O,Uno;stiramento;tendineo,Uno stiramento tendineo
239,239,ora;dimette,DIM ora dimette,Dimora;di;mettetevi,Dimora di mettetevi
240,240,fa;esca;remo,fa R esca LT remo SSE,Fare;scaltre;mosse,Fare scaltre mosse
241,241,asso;zio;peri;fermi;timo,asso LU zio NE peri N fermi TA timo LE,Assoluzione;per;infermità;timole,Assoluzione per infermità timole
242,242,nano;Tiziano;radi,U nano Tiziano NG radi TA,Una;notizia;non;gradita,Una notizia non gradita
243,243,lenti;remi,BAL lenti remi L LE,Ballenti;r;emil;le,Ballenti r emil le
244,244,nocciola;nodo;Ra,U nocciola A nodo Ra TO,Un;occio;laarato,Un occio laarato
245,245,rane;oste,DI rane SP oste,Dirane;sposte,Dirane sposte
246,246,ricetta;colo;divi;pere,ricetta colo divi pere,Ricettacoli;di;viveri,Ricettacoli di viveri
247,247,corda;nato,corda F FI nato,Cor;daffinato,Cor daffinato
248,248,api;rami;ali;menta,L api rami D E ali menta RE,La;piramide;alimentare,La piramide alimentare
249,249,oche;pia;pia,CI oche pia CE pia CE,Ciò;che;piace;piace,Ciò che piace piace
250,250,circo;obi;guevara,CU circo CR obi OTI guevara,Cucir;crobiotiguevara,Cucir crobiotiguevara
251,251,rema;occhi,rema R occhi N O,Re;marocchino,Re marocchino
252,252,Ermes;Giano,MUS Ermes DI Giano,Muse;rimesdigiano,Muse rimesdigiano
253,253,ambi;asso;nato,B ambi NO asso N nato,Bambino;assonnato,Bambino assonnato
254,254,lima;lati,PE lima C U lati,Peli;maculati,Peli maculati
255,255,Bambi;naso;ave,Bambi naso ave,Bambina;soave,Bambina soave
256,256,accetta;nasse;gnomo;re,accetta R U nasse gnomo LT OB re,Accettar;un;assegno;molto;bre,Accettar un assegno molto bre
257,257,Ares;nip;sito,F Ares nip sito,Fare;snipisto,Fare snipisto
258,258,zaino;lava,TRA zaino L lava LLE,Trazaino;lallo;valli,Trazaino lallo valli
259,259,navi;peri;colo,U navi T A peri colo SA,Una;vita;pericolosa,Una vita pericolosa
260,260,tese;zucche,tese NZA zucche RO,Te;senza;zucchero,Te senza zucchero
261,261,fa;la;re;si,fa R E la C re si MA,Fare;la;cresima,Fare la cresima
262,262,assi;avi;lama;in,APP assi T avi O lama MMO in,Appassita;viola;mammoin,Appassita viola mammoin
263,263,non;da;Prodi;tra,U non da Prodi tra,Un;onda;proditra,Un'onda proditra
264,264,vigna;mi;tara,CA vigna R mi N tara,Cavi;gnarminta,Cavi gnarminta
265,265,fa;comaschi,fa L comaschi O,Falco;maschio,Falco maschio
266,266,gru;ape;ante,gru C CI ape S ante,Gruccia;pesante,Gruccia pesante
267,267,vere;pera;are,V I vere pera M are,Vivere;per;amare,Vivere per amare
268,268,fa;bilia;coni,AF fa bilia M I coni,Affabili;amiconi,Affabili amiconi
269,269,pie;are;astro;Golia,pie G are L astro NI Golia NE,Piegare;lastroni;g;oliane,Piegare lastroni g'oliane
270,270,di;mora;rea;tea,di mora rea DAM AN tea,Dimorare;ad;Amsterdam,Dimorare ad Amsterdam
271,271,gilet;rotto,A gilet IG rotto,Agile;tigrotto,Agile tigrotto
272,272,bilie;duca,A bilie duca RI,Abili;educari,Abili educari
273,273,piedi;mani;tini,C O piedi mani F E S tini,Copie;di;manifestini,Copie di manifestini
274,274,inca;cola;leva;ore,inca L cola B I leva L ore,Incalcolabili;valore,Incalcolabili valore
275,275,osso;tacchi,GR osso tacchi N O,Grosso;tacco,Grosso tacco
276,276,Lomi;tana,AL Lomi BE tana,Allomi;betana,Allomi betana
277,277,soprano;epa;rose,soprano C C epa U rose,Soprano;cecose,Soprano cecose
278,278,timone;neri;porte,timone SIO neri porte T A,T;imonese;iportata,T'imonese iportata
279,279,con;arpe;re,con T arpe CO re,Contar;pecore,Contar pecore
280,280,lama;Tina;adipe;oste,lama T Tina T adipe NT EC oste,La;matitina;di;pente coste,La matitina di pente coste
281,281,colle;redi;versi;unti;oro,colle G A redi versi P unti TR AL oro,Collegare;diversi;punti;tra;loro,Collegare diversi punti tra loro
282,282,diva;tir;rum;oro;mente,diva N U tir E rum oro S A mente,Divanutir;eumorosamente,Divanutir eumorosamente
283,283,fa;lira;azze,AF fa BI lira G azze,Affabili;ragazze,Affabili ragazze
284,284,porta;geco;usare,RE porta geco L usare L E,Reportage;culusare,Reportage culusare
285,285,si;lira;azze,E si lira G azze TTE,Esili;raggazzette,Esili raggazzette
286,286,Pi;ramo;isbe,Pi ramo ET isbe,Piramo;e;Tisbe,Piramo e Tisbe
287,287,corda;remo;ioni;more,RI corda remo Z ioni D A more,Ricordare;mozioni;i;damore,Ricordare mozioni i'damore
288,288,coli;colo;ali,VI N coli colo N I ali,Vincoli;coloniali,Vincoli coloniali
289,289,barbiere;aia,barbiere G aia TA,Barbie;regaiata,Barbie regaiata
