,idx,word_guesses,first_pass,solution_words,solution
33,33,vita;esca;ali,E vita R esca N D ali,Evitare;scandali,Evitare scandali
34,34,mesti;cane;gente,D O mesti cane G LI gente,Dimestica;negligente,Dimestica negligente
35,35,storpi;primo,P O storpi primo P,Post;orpier;Pip,Post orpier Pip
36,36,ebreo;peri,CEL ebreo peri ST A,Celebre;operista,Celebre operista
37,37,note;lido,note V O lido TI,Notevoli;doti,Notevoli doti
38,38,gilet;ore;ali;ante,A gilet ore R O D ali C ante,Agile;torero;d;Alicante,Agile torero d'Alicante
39,39,viti;tori,BRA viti RA tori,Bravi;tiratori,Bravi tiratori
40,40,torriata;viole,CON torriata viole NTA,Contorri;ataviole,Contorri ataviole
41,41,di;collare;mani;est,di collare mani F est I,Dicollare;manifesti,Dicollare manifesti
42,42,in;si;va;per;razione,in CI si va per O razione,Incisiva;perorazione,Incisiva perorazione
43,43,scia;la;re;sol;Foscolo,scia la re sol Foscolo,Scialare;solfoscolo,Scialare solfoscolo
44,44,gin;rami,gin OB rami E R I,Gino;Bramieri,Gino Bramieri
45,45,fra;secondi;versi;ori,fra secondi versi E R R ori,Frase;con;diversi;errori,Frase con diversi errori
46,46,acini;acca,L acini acca CCA,La;cinica;caccacca,La cinica caccacca
47,47,ossa;top;fon,F ossa top RO fon DO,Fossato;profondo,Fossato profondo
48,48,Cam;colt;fez;anelli,Cam PI colt I VA fez V anelli,Campi;coltivati;v;afizzavane,Campi coltivati v afizzavane
49,49,re;ala;are,MA re ala G U N are,Marea;languina,Marea languina
50,50,testa;mento;testa;agli;redi,UN testa mento CON testa TO D agli E redi,Un;testamento;contestato;dagli;eredi,Un testamento contestato dagli eredi
51,51,larve;somari;ontani,VO larve R somari L ontani,Volar;verso;mar;lontani,Volar verso mar lontani
52,52,amo;sai;nave;nera,F amo sai C O nave nera TA,Famosa;icona;venerata,Famosa icona venerata
53,53,lenti;grappe;omar;occhio,lenti G grappe O S omar M occhio,Lentiggrappeo;smocchio,Lentiggrappeo smocchio
54,54,tir;maniche,AR tir O maniche,Arti;romaniche,Arti romaniche
55,55,cola;anelli;arazzo,S cola R anelli M B arazzo,Scolara;nell;imbarazzo,Scolara nell'imbarazzo
56,56,re;tea;tram;rapa,re tea tram rapa,ReTe;a;tramrapa,ReTe a tramrapa
57,57,spettatore;divo,SO spettatore CI divo,Sospettato;recidivo,Sospettato recidivo
58,58,est;conca;lama,C est I conca lama RI,Cesti;con;calamari,Cesti con calamari
59,59,prese;arese;reti,prese R V arese G reti,Preservare;segreti,Preservare segreti
60,60,avo;teca;adipe;are,avo L teca PI T adipe C C are,A;volte;capita;di;peciare,A volte capita di peciare
61,61,lama;rettile,CA lama rettile SSI,Calamarettili;essi,Calamarettili essi
62,62,unti;rosse;Io;zio,S P unti P E rosse R Io zio NI,Spunti;per;oseriozionismo,Spunti per oseriozionismo
63,63,nero;sodo;ore,GE nero sodo N AT ore,Generoso;donatore,Generoso donatore
64,64,rande;more;sei,G rande A more E sei,Grande;amore;esiste,Grande amore esiste
65,65,zucche;agrumi,zucche R O agrumi,Zuccherò;a;grumi,Zuccherò a grumi
66,66,isola;torero;busto,isola torero busto,Isolatore;robusto,Isolatore robusto
67,67,facce;dadi;riga,facce NDA dadi SB riga RE,Faccenda;da;disbrigare,Faccenda da disbrigare
68,68,para;erme;telai;oro,para GG erme N telai QU oro SI,Parà;germen tale;acquorosi,Parà germen tale acquorosi
69,69,nome;tori;colo,U nome T tori DI colo,Un;ometto;ridicolo,Un ometto ridicolo
70,70,faretra;arco;dardi,faretra P EL arco dardi A,Fare;trapela;riardia,Fare trapela riardia
71,71,astori;rovo,V astori T rovo,Vasto;ritrovo,Vasto ritrovo
72,72,Mida;mazzo,AR Mida mazzo NI,Armi;d;amazzoni,Armi d'amazzoni
73,73,sci;cote;largo,sci O C cote P largo,Sciocco;teppista,Sciocco teppista
74,74,do;ore;tre;Giano,do T T ore tre VI Giano,Dottore;trevigiano,Dottore trevigiano
75,75,danno;venti,danno SI E venti,Dannosi;eventi,Dannosi eventi
76,76,mira;colo;cono;Talia;nodo,I L mira colo E cono MI COI Talia nodo GGI,Il;miracolo;economico;italiano;d;oggi,Il miracolo economico italiano d'oggi
77,77,ave;rei;dee;ori;gin;ali,ave rei dee ori gin ali,Avere;idee;originali,Avere idee originali
78,78,api;Doc;mento,R api Doc O M mento,Rapido;commento,Rapido commento
79,79,musi;tino;dame;lettere,musi C I S tino R dame R I lettere,Musicisti;nordamericani,Musicisti nordamericani
80,80,pera;colt;ree;orma;navi;ara,SA pera S colt A ree orma IU navi R T U R ara,Saper;ascoltare;è;ormai;una;virtù;rara,Saper ascoltare è ormai una virtù rara
81,81,osso;Po;ali,CA osso Po ali,Caos;sopopoli,Caos sopopoli
82,82,Pi;star;do;Ande,Pi star do L Ande SE,Pistard;olandese,Pistard olandese
83,83,coni;gole,coni O gole E,Conio;go;leee,Conio go leee
84,84,albatro;va,SCI albatro va TA,Scialba;travata,Scialba travata
85,85,avola;Asti;Roma;erma,T avola D Asti Roma L F erma,Tavola;da;stira;malferma,Tavola da stira malferma
86,86,neri;cori;amo,GE neri cori CH I amo,Generico;richiamo,Generico richiamo
87,87,lacci;con;fusi,UR lacci con fusi,Urlacci;confusi,Urlacci confusi
88,88,Lui;fa,DE Lui fa,Deluifa;la,Deluifa la
89,89,pera;rea;Senna;mente,O pera rea S Senna T A mente,Operare;assennatamente,Operare assennatamente
90,90,tra;letti;in;orsi,tra F I letti in C orsi VO,Trafficetti;in;corsivo,Trafficetti in corsivo
91,91,sci;odi;la,CU sci N odi la NA,Cuscino;di;lana,Cuscino di lana
92,92,amo;perle;terni,amo R E perle terni T A,Amore;per;l;eternità,Amore per l'eternità
93,93,casa;casco;ori,casa C casco L ori T A,Casacca;scolorita,Casacca scolorita
94,94,rima;eredi;ala,rima N eredi S ala TI,Rimanere;disalati,Rimanere disalati
95,95,mici;di;lega,mici di A lega RA,Micidiale;gara,Micidiale gara
96,96,viole;fili;pica,viole N T A fili P pica,Violenta;filippica,Violenta filippica
97,97,esca;nati;colle;ali,TR esca N ZO nati colle G I ali,Tre;scansionati;collegiali,Tre scansionati collegiali
98,98,su;rete;ari,su O rete RZI ari E,Suore;terzarie,Suore terzarie
99,99,vela;sci,DI vela sci V E,Dive;lascive,Dive lascive
100,100,moro;sazi,A moro sazi A,Amorosa;zia,Amorosa zia
101,101,moda;fari,UO moda F fari,Uomo;d;affari,Uomo d'affari
102,102,viole;via;more,U N viole N T O via more,Un;violento;viamore,Un violento viamore
103,103,asse;are;oli;tea;ali,asse GN are R U oli tea T R ali,Assegnare;ruoli;teatrali,Assegnare ruoli teatrali
104,104,lancia;oboe,lancia D EL oboe,L;ancia;del;oboe,L'ancia del oboe
105,105,nonne;Oglio;pere,nonne V Oglio S A pere,Non;ne;voglio;sapere,Non ne voglio sapere
106,106,navi;Sion;topi,U navi Sion EU topi CA,Una;visione;utopica,Una visione utopica
107,107,astori;adipi;occhio;collo,L astori adipi N occhio DI collo DI,La;storia;di;Pinocchio;di;Collodi,"La storia di Pinocchio, di Collodi"
108,108,rea;rea;rose;tram,C rea rea M O rose tram E,Creare;amorose;trame,Creare amorose trame
109,109,orse;orse;nate,C orse F orse N nate,Corse;forsennate,Corse forsennate
110,110,strade;erta,MO strade S erta,Mostra;deserta,Mostra deserta
111,111,orso;alce;roditori,C orso alce NT roditori NO,Corso;al;centro;di;Torino,Corso al centro di Torino
112,112,in;uose;santi;volte,in N E uose santi R I volte,Inneuose;santiri;volte,Inneuose santiri volte
113,113,sedia;ori;remo,sedia M ori A V remo,Se;diamo;rimavremo,Se diamo rimavremo
114,114,mela;agente;Lai;tea;zio,TE mela ST agente L Lai ES tea zio NI,Teme;l;astaga;nelle;st;estatezio;nazioni,Teme l'astaga nelle st estatezio nazioni
115,115,verde;risma,A verde LCA risma,Aver;del;carisma,Aver del carisma
116,116,lauda;rei;pia,COL lauda rei M pia NTI,Colaudare;impianti,Colaudare impianti
117,117,Colombia;osti,Colombia RR osti T I,Colombo;rrostiti,Colombo rrostiti
118,118,est;Iran;rosi,G est Iran C O rosi,Gesti;rancorosi,Gesti rancorosi
119,119,aroma;ave;Diana,NOT aroma N Z ave R Diana,Nota;romanza;verdiana,Nota romanza verdiana
120,120,lame;tre;Giano,SA lame tre V I Giano,Salame;trevigiano,Salame trevigiano
121,121,con;fez;nidi;astice,con fez IO nidi P astice RTA,Confezione;di;pasta;certa,Confezione di pasta certa
122,122,gol;uno,gol RT uno SO,Gol;rtonoso,Gol rtonoso
123,123,porta;mento;re;re;ile,COM porta mento IR re P re NS IB ile,Comportamento;irreprimibile,Comportamento irreprimibile
124,124,ossi;denti;gale,P ossi denti SI N gale SI,Possidenti;singalesi,Possidenti singalesi
125,125,do;Cipro;tino;ali,do L Cipro DO T tino S TR ali,Dolci;prodotti;nostrali,Dolci prodotti nostrali
126,126,fa;odi;vasi,fa LL odi N vasi ON E,Fallo;d;invasione,Fallo d'invasione
127,127,su;tir;armi,su DA tir ISP armi,Sudati;risparmi,Sudati risparmi
128,128,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;momento;di;sconforto,Triste momento di sconforto
129,129,dono;stia;tacchi,U dono stia T tacchi NI,Udono;stiata;cacciatori,"Udono, stiata cacciatori"
130,130,arco;mesi;est,F arco mesi DES ID est,Far;come;si;disidest,Far come si disidest
131,131,pere;gin,A pere gin A,Ape;regina,Ape regina
132,132,ora;lista,M ora lista TI,Moralisti;lati,Moralisti lati
133,133,bar;azza;tesi;azione,I M bar azza N tesi T U azione,Imbarazzante;situazione,Imbarazzante situazione
134,134,Sila;tino;zie,E Sila RAN tino TI zie,Esilaranti;notizie,Esilaranti notizie
135,135,si;re;sol;fa;si,IN si NUA re sol O fa L si TA,Insiaruare;solo;falsità,Insiaruare solo falsità
136,136,mano;tede;sta,CAL mano T tede sta TE,Calma;notte;d;estate,Calma notte d'estate
137,137,nere;dita;ante,U nere dita P E S ante,Un;eredità;pesante,Un'eredità pesante
138,138,diario;nera;Giano,diario E nera DI FA Giano,Diari;oenera;di;Faiano,Diari oenera di Faiano
139,139,gole;mi;ari;ree,R E gole mi L I T ari F ER ree,Regole;militari;ferree,Regole militari ferree
140,140,nido;per,BRA nido per A,Brani;d;opera,Brani d'opera
141,141,dama;tellina,LIN dama N tellina,Linda;mantellina,Linda mantellina
142,142,bus;odi;manti,A bus odi C A L manti,Abuso;di;calmanti,Abuso di calmanti
143,143,star;ali;vetta;nate,GU star E ali vetta R I nate,Gustare;alivi;ettarinate,Gustare alivi ettarinate
144,144,auto;dei;api;ale,L auto R E dei L C api T ale,L;autore;de;il;capitale,L'autore de il capitale
145,145,va;ore;sta,va L I D ore GI sta,Valido;regista,Valido regista
146,146,ari;ami;are,M ari N ami LIT are,Marina;militare,Marina militare
147,147,Atena,coll'Era SC Atena TA,Collera;scatenata,Collera scatenata
148,148,bar;inno;man;di,S bar CO inno R man di A,Sbarco;in;Normandia,Sbarco in Normandia
149,149,Eva;Erie;anno;ali;rea;loschi;etti,L Eva NT Erie F anno S ali rea G AL loschi F etti,Le;vanterie;fanno;salire;a;gallo;s;chicchi,Le vanterie fanno salire a gallo s chicchi
150,150,posta;dita,PRO posta A R dita,Proposta;ardita,Proposta ardita
151,151,tra;odorose;di;menta,S tra T odorose di menta RIO,Strato;d;oro;sedimentario,Strato d'oro sedimentario
152,152,Levi;magra,Levi RU magra RI,Levir;umagri,Levir umagri
153,153,trattore;lare,trattore G O lare,Tratto;regolare,Tratto regolare
154,154,lama;nodo;pera;costa,lama nodo pera costa,La;manodopera;costa,La manodopera costa
155,155,stadio;lisca,TE stadio DA lisca,Testa;di;odisca,Testa di odisca
156,156,anca;nera,C anca nera SPA,Cancan;e;rapsa,Cancan e rapsa
157,157,Po;soma;tino,RI Po soma T TU tino,Riposo;mattutino,Riposo mattutino
158,158,,,,Viande salmì N T E
159,159,Ande;si;ali,B Ande CRI si N ali,Bande;criminali,Bande criminali
160,160,la;tomo;mori,VE la tomo R mori O,VelaTo;mororio,VelaTo mororio
161,161,reo;redi;ora,T reo redi S V ora,Tre;ore;di;svora,Tre ore di svora
162,162,arti;stiva;lenti,arti stiva lenti,Artisti;valenti,Artisti valenti
163,163,avi;are;gola,U N avi T are gola TA,Una;vita;regolata,Una vita regolata
164,164,armo;sette,F armo S sette,Far;mossaette,Far mossaette
165,165,re;eco;nari,A re eco L L I nari,Aree;collinari,Aree collinari
166,166,caverne;Adamo;are,caverne R Adamo N T are,Caverner;ad;Amontare,Caverner ad Amontare
167,167,ali;doge;Era,V ali doge N Era LE,Valido;generale,Valido generale
168,168,osti;epe;rei,S osti EN epe rei RA,Sostiene;peperiera,Sostiene peperiera
169,169,re;adipe;pero,C re M adipe pero NI,Crema;di;peperoni,Crema di peperoni
170,170,arti;cigno;micio,arti G I cigno micio SI,Artigicigno;micidiosi,Artigicigno micidiosi
171,171,sola;lini,AS sola T ICA lini,Asolatic;alini,Asolatic alini
172,172,Po;ode;dente,Po P OL ode CA dente,Popolo;decadente,Popolo decadente
173,173,su;Diogene;roso;Ra;topo;ora;mente,su S SI Diogene roso Ra topo M ora mente,Sussidio;generoso;rato;moralmente,Sussidio generoso rato moralmente
174,174,fa;tic;mento;scolare,AF fa tic A mento MU scolare,Affaticamento;muscolare,Affaticamento muscolare
175,175,vela;remo;stia,RI vela remo D E stia,Rivelare;modestia,Rivelare modestia
176,176,verone;retto,PO verone G retto,Povero;negretto,Povero negretto
177,177,,,,Sia risoluti
178,178,coda;grosso,PAC coda grosso TTI,Pacco;d;agroso,Pacco d'agroso
179,179,mine;tele;messo,E mine N tele GIS messo,Minente;legismesso,Minente legismesso
180,180,cetre;ante,DO L cetre MO L ante,Dolce;tremolante,Dolce tremolante
181,181,Capri;odi;ode;mento,DI Capri odi V ode L MO mento,Di;caprio;Dio;del;momento,Di caprio Dio del momento
182,182,con;pera;cono;ore;lesa,con pera R E cono N ore lesa ME,Conperar;eco;nono;r;elese,Conperar eco nono r'elese
183,183,ottico;menti,D ottico M menti,Dotti;commenti,Dotti commenti
184,184,cava;Lanza,cava L Lanza TI,Cavallo;nazi,Cavallo nazi
185,185,tre;mantidi,tre mantidi R A,Tremanti;d;ira,Tremanti d'ira
186,186,Ares;tra;dei;Ate,F Ares tra dei S O L Ate,Fare;strade;isolate,Fare strade isolate
187,187,ramo;amo;azza,G ramo LE amo L azza,Gramole;a;molazza,Gramole a molazza
188,188,avi;ori;erta,L avi TT ori AC erta,La;vittoria;certa,La vittoria certa
189,189,in;ossi;zio;ali;menta,in T ossi C A zio N E menta RE,Intossicazione;mentare,Intossicazione mentare
190,190,avo;ripa;lame;ari,L avo ripa R lame N T ari,Lavori;parlamenteri,Lavori parlamenteri
191,191,usci;are;oli,S G usci are F A G I oli,Sgusciare;fagiolli,Sgusciare fagiolli
192,192,pini;corda;ali;Marte,PI pini corda RE L ali E.t. A Marte NTU,Pipin;incorerà;la;lieva;martentù,Pipin incorerà la lieva martentù
193,193,iene;rima;oche;mais;pera,V iene P rima CI oche mais I S pera,Viene;prima;ciò;che;mai;si;spera,Viene prima ciò che mai si spera
194,194,porta;tela;oratori;scie;fico,IM porta N tela B oratori O scie NTI fico,Importante;laboratorio;scientifico,Importante laboratorio scientifico
195,195,polo;scope;nato,TI polo scope D I nato,Tipo;losco;pedinato,Tipo losco pedinato
196,196,van;da;tisci,BE van da tisci NTE,Bevanda;tiscente,Bevanda tiscente
197,197,colle;gru,colle G gru C A,Collegi;gruccia,Collegi gruccia
198,198,Era;teca;ascia;esche,S Era teca R N ascia L esche,Serate;carnascialesche,Serate carnascialesche
199,199,estive;di,T estive di CI,Testi;vedici,Testi vedici
200,200,porta;mento;ava;ante,COM porta mento ST R ava G ante,Comportamento;stravagante,Comportamento stravagante
201,201,tra;avi;su,tra UM avi S su TO,Trauma;visusto,Trauma visusto
202,202,averla;ape;verso,averla LUN ape RT RA verso,Aver;la;luna;per;traverso,Aver la luna per traverso
203,203,mi;reo;oste,mi S U reo PP oste,Misure;opposte,Misure opposte
204,204,un;gas;elle;la,L un gas elle la BA,Lunga;sella,Lunga sella
205,205,gomito;lobi;coda;amo,UN gomito lobi A N coda RI C amo,Un;gomitolo;bianco;da;ricamo,Un gomitolo bianco da ricamo
206,206,arse;nidi;tesa,F arse G nidi N tesa,Far;segni;d;intesa,Far segni d'intesa
207,207,indici;idolo,indici BI L idolo RI,Indicibili;dolori,Indicibili dolori
208,208,arsa;tori,G arsa tori E,Gars;atoriera,Gars atoriera
209,209,orse;giare;unta;ari,S orse G giare unta M ari N DO,Sorseggiare;un;tamarindo,Sorseggiare un tamarindo
210,210,vere;arti;cola;risma,A vere UNP arti cola R E CA risma,Avere;un;particolare;carisma,Avere un particolare carisma
211,211,onde;re;luccio,F onde re PO luccio LLO,Fondere;repò;luccio,Fondere repò luccio
212,212,in;posti;tposti,in D IS posti PO tposti,Indisposti;posti,Indisposti posti
213,213,re;di;re;sci;re,P re di re sci A GU re,Predire;scagure,Predire scagure
214,214,ratti;veri;mine,ATT ratti veri mine SI,Attrattiveri;minesiani,Attrattiveri minesiani
215,215,ossa;ali;achei;ombra,G R ossa V ali G I achei NG ombra,Grossa;valigia;che;ingombrà,Grossa valigia che ingombrà
216,216,oca;dadi;orme;est,L oca N dadi F orme NT est,Locanda;di;formestest,Locanda di formestest
217,217,verme;ori;ala;osa,A verme M ori ala C UN osa,Aver;memoria;lacunosa,Aver memoria lacunosa
218,218,rema;rete;esche,T rema G rete D esche,Tre;magre;tedesche,Tre magre tedesche
219,219,arca;via;fari,F arca TTI via F fari,Far;cattivi;affari,Far cattivi affari
220,220,est;colli;nei;ore,est E SE colli nei NF I ore,Estese;colline;in;fiore,Estese colline in fiore
221,221,menti;nono,S E menti nono GM,Segment;in;OGM,Segment in OGM
222,222,est;Ares;orso,PR est Ares O CC orso,Prestare;successo,Prestare successo
223,223,re;mitico;le,F re mitico L le,Fremiti;collective,Fremiti collective
224,224,grattacioli;oca,grattacioli D oca LDO,Gratta;ciolo,Gratta ciolo
225,225,avo;Ares;ventagli;netti,L avo R Ares P A ventagli netti,Lavorare;spaventà;gli;netti,Lavorare spaventà gli netti
226,226,dive;severi,dive R severi TA,Diversi;verità,Diversi verità
227,227,rovo;are;lira;lama;re,P rovo C are lira DE L lama D re,Provocare;l;ira;della;madre,Provocare l'ira della madre
228,228,Pellico;tesi,AP Pellico R tesi,Appelli;cortesi,Appelli cortesi
229,229,asse;arco;sega;est,asse ST arco L sega T est A,Assestar;colse;gate;stata,Assestar colse gate stata
230,230,pia;ode;oche,pia TT ode LL oche F,Piatto;dello;chef,Piatto dello chef
231,231,Fori;madida;nome,A Fori S madida N nome,Aforisma;di;D;Antonio,Aforisma di D'Antonio
232,232,ance;sposa,AV ance sposa TE,Avances;sposate,Avances sposate
233,233,unte;terra,unte S terra TO,Un;test;eretto,Un test eretto
234,234,ramo;ode;Ate,T ramo NT ode ST Ate,Tramonto;d;estate,Tramonto d'estate
235,235,ori;in;ari;oltre;tic,ori G in I ari S T oltre tic HE,Original;aristocratiche,Original aristocratiche
236,236,arti;tasca;madri;cala,P arti T tasca L madri cala L,Partita;scala;madrig;alalà,Partita scala madrig-alalà
237,237,api;dei;tori,L api dei S tori A TA,Lapide;istoriata,Lapide istoriata
238,238,osti;mento;tendine,U N osti RA mento tendine O,Uno;stiramento;tendineo,Uno stiramento tendineo
239,239,ora;dimissioni,DIM ora dimissioni,Dimora;di;missioni,Dimora di missioni
240,240,fa;rosa;remo,fa R rosa LT remo SSE,Far;rosaltre;mosse,Far rosaltre mosse
241,241,asso;zio;peri;fermi;menta,asso LU zio NE peri N fermi TA menta LE,Assoluzione;per;infranti;talentale,Assoluzione per infranti talentale
242,242,nano;Tiziano;radi,U nano Tiziano NG radi TA,Una;notizia;non;gradita,Una notizia non gradita
243,243,lenti;remi,BAL lenti remi L LE,Ballenti;r;emi;dalle,Ballenti r emi dalle
244,244,noce;nodo;Ra,U noce A nodo Ra TO,Un;oceano;dorato,Un oceano dorato
245,245,ramarri;oste,DI ramarri SP oste,Dirmarr;isposte,Dirmarr isposte
246,246,ricetta;colo;divi;pere,ricetta colo divi pere,Ricettacolo;di;vipere,Ricettacolo di vipere
247,247,scia;nato,scia F FI nato,Sci;affinato,Sci affinato
248,248,api;rami;ali;menta,L api rami D E ali menta RE,La;piramide;alimentare,La piramide alimentare
249,249,oche;pia;pia,CI oche pia CE pia CE,Ciò;che;piace;piace,Ciò che piace piace
250,250,circo;obi;Che,CU circo CR obi OTI Che,Cucirco;crobiotiche,Cucirco crobiotiche
251,251,rema;occhi,rema R occhi N O,Re;marocchino,Re marocchino
252,252,Eolo;Giano,MUS Eolo DI Giano,Museo;lodigiano,Museo lodigiano
253,253,ambi;asso;nato,B ambi NO asso N nato,Bambino;addormentato,Bambino addormentato
254,254,lima;lati,PE lima C U lati,Peli;maculati,Peli maculati
255,255,Bambi;viso;ave,Bambi viso ave,Bambivi;soave,Bambivi soave
256,256,accetta;nasse;gnomo;asso,accetta R U nasse gnomo LT OB asso,Accettar;un;assenso;molto;basso,Accettar un assenso molto basso
257,257,Ares;Qua;sito,F Ares Qua sito,Fare;squisito,Fare squisito
258,258,dosso;lava,TRA dosso L lava LLE,Tradosso;nella;valle,Tradosso nella valle
259,259,navi;peri;colo,U navi T A peri colo SA,Una;vita;pericolosa,Una vita pericolosa
260,260,tese;zucche,tese NZA zucche RO,Te;Senza;zucchero,Te Senza zucchero
261,261,fa;la;re;si,fa R E la C re si MA,Fare;la;cresima,Fare la cresima
262,262,assi;avi;lama;la,APP assi T avi O lama MMO la,Appassita;viola;mammola,Appassita viola mammola
263,263,non;via;Prodi;Era,U non via Prodi Era,Un;oni;viaprodi,Un'oni viaprodi
264,264,vite;mi;ali,CA vite R mi N ali,Cavi;terminali,Cavi terminali
265,265,fa;comaschi,fa L comaschi O,Falco;maschio,Falco maschio
266,266,piccione;ape;ante,piccione C CI ape S ante,Piccione;ceciapés,Piccione ceciapés
267,267,vere;pera;are,V I vere pera M are,Vivere;per;amare,Vivere per amare
268,268,fa;bilia;coni,AF fa bilia M I coni,Affabili;amiconi,Affabili amiconi
269,269,pie;are;astro;dotto,pie G are L astro NI dotto NE,Piegare;lastra;n;idone,Piegare lastra n'idone
270,270,di;mora;rea;tea,di mora rea DAM AN tea,Dimorare;ad;Amantea,Dimorare ad Amantea
271,271,gilet;rotto,A gilet IG rotto,Agile;tigrotto,Agile tigrotto
272,272,bilie;ducato,A bilie ducato RI,Abili;educatori,Abili educatori
273,273,piedi;mani;tini,C O piedi mani F E S tini,Copie;di;manifestini,Copie di manifestini
274,274,inca;cola;leva;ore,inca L cola B I leva L ore,Incalcolabile;valore,Incalcolabile valore
275,275,osso;tacchi,GR osso tacchi N O,Grosso;tacchino,Grosso tacchino
276,276,turati;tana,AL turati BE tana,Altura;tibetana,Altura tibetana
277,277,mina;epa;rose,mina C C epa U rose,Minacce;paurose,Minacce paurose
278,278,leva;neri;usci,leva SIO neri usci T A,L;evasione;riuscita,L'evasione riuscita
279,279,con;arpe;re,con T arpe CO re,Contar;pecore,Contar pecore
280,280,lama;Tina;adipe;oste,lama T Tina T adipe NT EC oste,La;matitina;di;pentecoste,La matitina di pentecoste
281,281,colle;redi;versi;unti;oro,colle G A redi versi P unti TR AL oro,Collegare;diversi;punti;tra;loro,Collegare diversi punti tra loro
282,282,diva;tir;rum;oro;mente,diva N U tir E rum oro S A mente,Divanutire;rumorosamente,Divanutire rumorosamente
283,283,fa;lira;azze,AF fa BI lira G azze,Affabili;ragazze,Affabili ragazze
284,284,porta;geco;ossa,RE porta geco L ossa L E,Reportage;colossale,Reportage colossale
285,285,si;lira;azze,E si lira G azze TTE,Esili;ragazze,Esili ragazze
286,286,Pi;ramo;isbe,Pi ramo ET isbe,Piramo;e;Tisbe,Piramo e Tisbe
287,287,corda;remo;ioni;more,RI corda remo Z ioni D A more,Recorda;remozioni;d;amore,Recorda remozioni d'amore
288,288,coli;colo;ali,VI N coli colo N I ali,Vincoli;coloniali,Vincoli coloniali
289,289,barbiere;aia,barbiere G aia TA,Barbie;regaiata,Barbie regaiata
290,290,anta;epa;ami;amo;rema,C anta R epa R L ami D amo rema RIU,Cantare;Parlamid;a;more;maria,"Cantare ""Parlamid a'more maria"""
291,291,Oglio;pere,L Oglio pere NNE,Loglio;perenne,Loglio perenne
