,idx,word_guesses,first_pass,solution_words,solution
33,33,vita;esca;ali,E vita R esca N D ali,Evitare;scandali,Evitare scandali
34,34,mesti;cane;gente,D O mesti cane G LI gente,Domestica;negligente,Domestica negligente
35,35,camusi;capo,P O camusi capo P,Poca;musica;pop,Poca musica pop
36,36,ebreo;peri,CEL ebreo peri ST A,Celebre;operista,Celebre operista
37,37,note;lido,note V O lido TI,Notevoli;doti,Notevoli doti
38,38,gilet;ore;ali;ante,A gilet ore R O D ali C ante,Agile;torero;d;Alicante,Agile torero d'Alicante
39,39,viti;tori,BRA viti RA tori,Bravi;tiratori,Bravi tiratori
40,40,dotta;viole,CON dotta viole NTA,Condotta;violenta,Condotta violenta
41,41,di;collare;mani;est,di collare mani F est I,Dicollare;manifesti,Dicollare manifesti
42,42,in;si;va;per;razione,in CI si va per O razione,Incisiva;perorazione,Incisiva perorazione
43,43,scia;la;re;sol;vate,scia la re sol vate,Scialare;solvate,Scialare solvate
44,44,gin;rami,gin OB rami E R I,Gino;Bramieri,Gino Bramieri
45,45,fra;secondi;versi;ori,fra secondi versi E R R ori,Frase;con;diversi;errori,Frase con diversi errori
46,46,acini;frattura,L acini frattura CCA,La;cinfra;turacca,La cinfra turacca
47,47,ossa;top;fon,F ossa top RO fon DO,Fossato;profondo,Fossato profondo
48,48,Cam;colt;fez;anelli,Cam PI colt I VA fez V anelli,Campi;coltivafi;z;vanellini,Campi coltivafi z vanellini
49,49,re;ala;are,MA re ala G U N are,Marea;lagunare,Marea lagunare
50,50,testa;mento;testa;agli;redi,UN testa mento CON testa TO D agli E redi,Un;testamento;contestato;dagli;eredi,Un testamento contestato dagli eredi
51,51,larve;somari;ontani,VO larve R somari L ontani,Volar;verso;mari;lontani,Volar verso mari lontani
52,52,amo;sai;nave;nera,F amo sai C O nave nera TA,Famosa;icona;venerata,Famosa icona venerata
53,53,lenti;gin;Omar;occhio,lenti G gin O S Omar M occhio,Lentiggino;somarmocchio,Lentiggino somarmocchio
54,54,tir;maniche,AR tir O maniche,Arti;romaniche,Arti romaniche
55,55,cola;anelli;arazzo,S cola R anelli M B arazzo,Scolara;nell;imbarazzo,Scolara nell'imbarazzo
56,56,re;tea;tram;aglio,re tea tram aglio,Rete;a;tramaglio,Rete a tramaglio
57,57,spettatore;star,SO spettatore CI star,Sospettato;recistar,Sospettato recistar
58,58,est;conca;lama,C est I conca lama RI,Cesti;con;calamari,Cesti con calamari
59,59,prese;arese;reti,prese R V arese G reti,Preservare;segreti,Preservare segreti
60,60,avo;teca;adipe;are,avo L teca PI T adipe C C are,A;volte;capita;di;pecchare,A volte capita di pecchare
61,61,lama;rettile,CA lama rettile SSI,Calamarettil;essi,Calamarettil essi
62,62,unti;rosse;va;zio,S P unti P E rosse R va zio NI,Spunti;per;oservazioni,Spunti per oservazioni
63,63,nero;sodo;ore,GE nero sodo N AT ore,Generoso;donatore,Generoso donatore
64,64,rande;more;terno,G rande A more E terno,Grande;amore;eterno,Grande amore eterno
65,65,zucche;agrumi,zucche R O agrumi,Zucchero;a;grumi,Zucchero a grumi
66,66,isola;torero;busto,isola torero busto,Isolatore;robusto,Isolatore robusto
67,67,facce;dadi;riga,facce NDA dadi SB riga RE,Faccenda;da;disbrigare,Faccenda da disbrigare
68,68,fenolo;erme;teli;oro,fenolo GG erme N teli QU oro SI,Feno;loggermente;liquorosi,Feno loggermente liquorosi
69,69,nome;tori;colo,U nome T tori DI colo,Un;ottori;dicolore,Un ottori dicolore
70,70,faretra;arco;dardi,faretra P EL arco dardi A,Fare;trapelear;codardia,Fare trapelear codardia
71,71,astori;rovo,V astori T rovo,Vasto;ritrovo,Vasto ritrovo
72,72,Mida;mazzo,AR Mida mazzo NI,Armi;d;amazzoni,Armi d'amazzoni
73,73,sci;cote;Largo,sci O C cote P Largo,Sciocco;tepidario,Sciocco tepidario
74,74,do;ore;tre;Giano,do T T ore tre VI Giano,Dottore;trevigiano,Dottore trevigiano
75,75,danno;Venti,danno SI E Venti,Danноси;eventi,Danноси eventi
76,76,mirino;colo;cono;Talia;nodo,I L mirino colo E cono MI COI Talia nodo GGI,Il;mirinico;loaconomi;coitalia;n;oggi,Il mirinico loaconomi coitalia n'oggi
77,77,ave;rei;dee;ori;gin;ali,ave rei dee ori gin ali,Avere;idee;originali,Avere idee originali
78,78,api;doc;mento,R api doc O M mento,Rapido;commento,Rapido commento
79,79,musi;tino;dame;cani,musi C I S tino R dame R I cani,Musicisti;nordamericani,Musicisti nordamericani
80,80,pera;colt;ree;orma;navi;ara,SA pera S colt A ree orma IU navi R T U R ara,Saper;ascoltare;e;ormai;una;virtù;rara,Saper ascoltare e ormai una virtù rara
81,81,osso;li;ali,CA osso li ali,Caos;soliali,Caos soliali
82,82,Pi;star;do;Ande,Pi star do L Ande SE,Pistoria;dolande,Pistoria dolande
83,83,coni;gole,coni O gole E,Conio;go;leee,Conio go leee
84,84,albatro;va,SCI albatro va TA,Scialba;trovata,Scialba trovata
85,85,avola;Asti;Roma;erma,T avola D Asti Roma L F erma,Tavola;da;stiro;malfurma,Tavola da stiro malfurma
86,86,neri;cori;amo,GE neri cori CH I amo,Generico;richiamo,Generico richiamo
87,87,lacci;con;fusi,UR lacci con fusi,Urlacci;confusi,Urlacci confusi
88,88,mici;fa,DE mici fa,Demicif;à,Demicif à
89,89,pera;rea;Senna;mente,O pera rea S Senna T A mente,Operare;assennatamente,Operare assennatamente
90,90,tra;letti;in;orsi,tra F I letti in C orsi VO,Trafiletti;in;corsivo,Trafiletti in corsivo
91,91,sci;odi;la,CU sci N odi la NA,Cuscino;di;lana,Cuscino di lana
92,92,amo;perle;terni,amo R E perle terni T A,Amore;per;l;eternità,Amore per l'eternità
93,93,casa;casco;ori,casa C casco L ori T A,Casacca;scolorita,Casacca scolorita
94,94,rima;eredi;altezza,rima N eredi S altezza TI,Rimanere;disaltetti,Rimanere disaltetti
95,95,mici;di;lega,mici di A lega RA,Micidiale;gara,Micidiale gara
96,96,viole;fili;pica,viole N T A fili P pica,Violenta;filippica,Violenta filippica
97,97,esca;nati;colle;ali,TR esca N ZO nati colle G I ali,Tre;scansonati;collegiali,Tre scansonati collegiali
98,98,su;rete;ari,su O rete RZI ari E,Suore;terziarie,Suore terziarie
99,99,vela;sci,DI vela sci V E,Dive;lascive,Dive lascive
100,100,moro;sazi,A moro sazi A,Amorosa;zia,Amorosa zia
101,101,moda;fari,UO moda F fari,Uomo;d;affari,Uomo d'affari
102,102,viole;tre;more,U N viole N T O tre more,Un;violento;tremore,Un violento tremore
103,103,asse;are;oli;tea;ali,asse GN are R U oli tea T R ali,Assegnare;ruoli;teatrali,Assegnare ruoli teatrali
104,104,lancia;ocarina,lancia D EL ocarina,L;Anica;del;ocarina,L'Anica del ocarina
105,105,nonne;Oglio;pere,nonne V Oglio S A pere,Non;ne;voglio;sapere,Non ne voglio sapere
106,106,navi;Sion;topi,U navi Sion EU topi CA,Una;visione;utopica,Una visione utopica
107,107,astori;adipi;occhio;collo,L astori adipi N occhio DI collo DI,La;storia;di;Pinocchio;di;Collodi,"La storia di Pinocchio, di Collodi"
108,108,rea;rea;rose;tram,C rea rea M O rose tram E,Creare;amorose;trame,Creare amorose trame
109,109,orse;orse;nate,C orse F orse N nate,Corse;forsennate,Corse forsennate
110,110,strade;erta,MO strade S erta,Mostra;deserta,Mostra deserta
111,111,orso;alce;roditori,C orso alce NT roditori NO,Corso;al;centro;di;Torino,Corso al centro di Torino
112,112,in;scarpe;santi;volte,in N E scarpe santi R I volte,Innescar;pesanti;rivolte,Innescar pesanti rivolte
113,113,sedia;ori;remo,sedia M ori A V remo,Se;diamo;riavremo,Se diamo riavremo
114,114,melo;agente;Edison;tea;zio,TE melo ST agente L Edison ES tea zio NI,Teme;l;ostage;ntelè;di;sonestea;zioni,Teme l'ostage ntelè di sonestea zioni
115,115,verde;risma,A verde LCA risma,Aver;del;carisma,Aver del carisma
116,116,lauda;rei;pia,COL lauda rei M pia NTI,Collaudare;impianti,Collaudare impianti
117,117,Colombia;osti,Colombia RR osti T I,Colombi;arrostiti,Colombi arrostiti
118,118,ovest;Iran;Rosi,G ovest Iran C O Rosi,Govest;iranorosi,Govest iranorosi
119,119,aroma;ave;Diana,NOT aroma N Z ave R Diana,Noto;romanzà;verdiana,Noto romanzà verdiana
120,120,lame;tre;Giano,SA lame tre V I Giano,Salame;trevigiano,Salame trevigiano
121,121,con;fez;nidi;astaco,con fez IO nidi P astaco RTA,Confezioni;di;pasta;corta,Confezioni di pasta corta
122,122,Capo;uno,Capo RT uno SO,Cap;ortunoso,Cap ortunoso
123,123,porta;mento;re;re;ile,COM porta mento IR re P re NS IB ile,Comportamento;irreprimibile,Comportamento irreprimibile
124,124,ossi;denti;gale,P ossi denti SI N gale SI,Possidenti;singalesi,Possidenti singalesi
125,125,do;Cipro;tino;ali,do L Cipro DO T tino S TR ali,Dolci;prodotti;nostrali,Dolci prodotti nostrali
126,126,fa;odi;vasi,fa LL odi N vasi ON E,Fallo;d;invasione,Fallo d'invasione
127,127,su;tir;armi,su DA tir ISP armi,Sudati;risparmi,Sudati risparmi
128,128,tris;mento;disco;orto,tris TE MO mento disco N F orto,Triste;momento;di;sconforto,Triste momento di sconforto
129,129,spaghetto;stia;tacchi,U spaghetto stia T tacchi NI,Uspag;hotted;iattacchini,"Uspag, hotted iattacchini"
130,130,arco;mesi;est,F arco mesi DES ID est,Far;come;si;desidest,Far come si desidest
131,131,pere;gin,A pere gin A,Ape;regina,Ape regina
132,132,ora;listino,M ora listino TI,Moralisti;noti,Moralisti noti
133,133,bar;azza;tesi;azione,I M bar azza N tesi T U azione,Imbarazzante;situazione,Imbarazzante situazione
134,134,Sila;tino;zie,E Sila RAN tino TI zie,Esilaranti;notizie,Esilaranti notizie
135,135,si;re;est;fa;si,IN si NUA re est O fa L si TA,Insinuare;esto;falsità,Insinuare esto falsità
136,136,mano;tede;sta,CAL mano T tede sta TE,Calma;notte;d;estate,Calma notte d'estate
137,137,nere;dita;ante,U nere dita P E S ante,Un;eredità;pesante,Un'eredità pesante
138,138,notes;nera;Giano,notes E nera DI FA Giano,Note;serene;di;facciano,Note serene di facciano
139,139,gole;mi;ari;ree,R E gole mi L I T ari F ER ree,Regole;militari;ferree,Regole militari ferree
140,140,nido;Per,BRA nido Per A,Brani;d;opera,Brani d'opera
141,141,dama;ostrica,LIN dama N ostrica,Linda;manostrica,Linda manostrica
142,142,tram;odi;manti,A tram odi C A L manti,Atram;od;calmani,Atram od calmani
143,143,star;ali;cima;nate,GU star E ali cima R I nate,Gustare;Alici;marinate,Gustare Alici marinate
144,144,auto;dei;api;ale,L auto R E dei L C api T ale,L;autore;dì;el;capitale,L'autore dì el capitale
145,145,va;ore;sta,va L I D ore GI sta,Valido;regista,Valido regista
146,146,ari;ami;are,M ari N ami LIT are,Marina;militare,Marina militare
147,147,Atena,coll'Era SC Atena TA,Collera;scatenata,Collera scatenata
148,148,bar;inno;man;di,S bar CO inno R man di A,Sbarco;in;Normandia,Sbarco in Normandia
149,149,Eva;Erie;anno;ali;rea;orribili;etti,L Eva NT Erie F anno S ali rea G AL orribili F etti,Le;vanterie;fanno;salire;a;galor;r;infetti,Le vanterie fanno salire a galor r infetti
150,150,posta;dita,PRO posta A R dita,Proposta;ardita,Proposta ardita
151,151,tra;olente;di;menta,S tra T olente di menta RIO,Strato;l;ent;dimentario,Strato l'ent dimentario
152,152,Fo;magra,Fo RU magra RI,Forum;agrari,Forum agrari
153,153,trattore;lare,trattore G O lare,Tratto;regolare,Tratto regolare
154,154,lama;nodo;pera;costa,lama nodo pera costa,La;manodopera;costa,La manodopera costa
155,155,stadio;lisca,TE stadio DA lisca,Testa;di;odalisca,Testa di odalisca
156,156,anca;nera,C anca nera SPA,Cancan;e;raspera,Cancan e raspera
157,157,Po;soma;tino,RI Po soma T TU tino,Riposo;mattutino,Riposo mattutino
158,158,lepre;tende,VI lepre tende N T E,Vile;pretendente,Vile pretendente
159,159,Ande;mi;ali,B Ande CRI mi N ali,Bande;criminali,Bande criminali
160,160,la;tomo;mori,VE la tomo R mori O,Velato;mormorio,Velato mormorio
161,161,reo;redi;lama,T reo redi S V lama,Tre;ore;di;svlama,Tre ore di svlama
162,162,arti;stiva;lenti,arti stiva lenti,Artisti;valenti,Artisti valenti
163,163,avi;are;gola,U N avi T are gola TA,Una;vita;regolata,Una vita regolata
164,164,armo;sette,F armo S sette,Far;mossette,Far mossette
165,165,re;eco;nari,A re eco L L I nari,Aree;collinari,Aree collinari
166,166,aragoste;Eva;are,aragoste R Eva N T are,Aragoste;re;vantare,Aragoste re vantare
167,167,ali;doge;Era,V ali doge N Era LE,Valido;generale,Valido generale
168,168,osti;epe;rei,S osti EN epe rei RA,Sostiene;Pereira,Sostiene Pereira
169,169,re;adipe;pero,C re M adipe pero NI,Crema;di;peperoni,Crema di peperoni
170,170,arti;anitra;pane,arti G I anitra pane SI,Artigiani;trapanesi,Artigiani trapanesi
171,171,sola;latori,AS sola T ICA latori,Assolati;calatori,Assolati calatori
172,172,Po;ode;dente,Po P OL ode CA dente,Popolo;decadente,Popolo decadente
173,173,su;Seneca;roso;Ra;topo;posa;mente,su S SI Seneca roso Ra topo M posa mente,Susisene;carorato;poco;possamente,Susisene carorato poco possamente
174,174,fa;tic;mento;scolare,AF fa tic A mento MU scolare,Affaticamento;muscolare,Affaticamento muscolare
175,175,vela;remo;stia,RI vela remo D E stia,Rivelare;modestia,Rivelare modestia
176,176,verone;retto,PO verone G retto,Povero;negretto,Povero negretto
177,177,cavia;date,S cavia date N E,Scavi;ad;Atene,Scavi ad Atene
178,178,coda;mare,PAC coda mare TTI,Pacco;d;amaretti,Pacco d'amaretti
179,179,mine;tele;messo,E mine N tele GIS messo,Eminente;legismesso,Eminente legismesso
180,180,cetre;ante,DO L cetre MO L ante,Dolce;tremolante,Dolce tremolante
181,181,Capri;odi;ode;mento,DI Capri odi V ode L MO mento,Dì;caprio;divo;del;momento,Dì caprio divo del momento
182,182,da;pera;cono;ore;lesa,da pera R E cono N ore lesa ME,Daperare;con;onore;l;esame,Daperare con onore l'esame
183,183,ottico;menti,D ottico M menti,Dotti;commenti,Dotti commenti
184,184,cava;vate,cava L vate TI,Cavalva;teti,Cavalva teti
185,185,tre;mantidi,tre mantidi R A,Tremanti;d;ira,Tremanti d'ira
186,186,Ares;tra;dei;Ate,F Ares tra dei S O L Ate,Fare;strade;isolate,Fare strade isolate
187,187,ramo;amo;azza,G ramo LE amo L azza,Gramole;a;molazza,Gramole a molazza
188,188,avi;ori;erta,L avi TT ori AC erta,La;vittoria;certa,La vittoria certa
189,189,in;ossi;zio;ali;menta,in T ossi C A zio N E ali menta RE,Intossicazione;alimentare,Intossicazione alimentare
190,190,avo;ripa;lame;ari,L avo ripa R lame N T ari,Lavori;parlamentari,Lavori parlamentari
191,191,usci;are;oli,S G usci are F A G I oli,Sgusciare;fagiolì,Sgusciare fagiolì
192,192,tigli;corda;ali;Marte,PI tigli corda RE L ali E.t. A Marte NTU,Pitig;liscordare;la;letter;amartenu,Pitig liscordare la letter amartenu
193,193,iene;rima;oche;mais;pera,V iene P rima CI oche mais I S pera,Vienne;prima;ciò;che;mai;si;spera,Vienne prima ciò che mai si spera
194,194,porta;tela;oratori;scie;fico,IM porta N tela B oratori O scie NTI fico,Importante;laboratorio;scientifico,Importante laboratorio scientifico
195,195,polo;scope;nato,TI polo scope D I nato,Tipo;losco;pedinato,Tipo losco pedinato
196,196,van;da;bolle,BE van da bolle NTE,Bevanda;bollente,Bevanda bollente
197,197,colle;aironi,colle G aironi C A,Collega;ironica,Collega ironica
198,198,Era;teca;ascia;esche,S Era teca R N ascia L esche,Serate;carnascialesche,Serate carnascialesche
199,199,estive;Di,T estive Di CI,Testi;vedici,Testi vedici
200,200,porta;mento;ava;ante,COM porta mento ST R ava G ante,Comportamento;stravagante,Comportamento stravagante
201,201,tra;avi;su,tra UM avi S su TO,Trauma;visusto,Trauma visusto
202,202,averla;ape;verso,averla LUN ape RT RA verso,Aver;la;luna;per;traverso,Aver la luna per traverso
203,203,mi;reo;oste,mi S U reo PP oste,Misure;opposte,Misure opposte
204,204,un;gas;el;la,L un gas el la BA,Lunga;sellaba,Lunga sellaba
205,205,gomito;lobi;coda;amo,UN gomito lobi A N coda RI C amo,Un;gomitolo;bianco;da;ricamo,Un gomitolo bianco da ricamo
206,206,arse;nidi;tesa,F arse G nidi N tesa,Far;segni;d;intesa,Far segni d'intesa
207,207,indici;idolo,indici BI L idolo RI,Indicibili;dolori,Indicibili dolori
208,208,Ra;tori,G Ra tori E,Gato;riorie,Gato riorie
209,209,orse;giare;unta;ari,S orse G giare unta M ari N DO,Sorseggiare;un;tamando,Sorseggiare un tamando
210,210,vere;arti;cola;risma,A vere UNP arti cola R E CA risma,Avere;un;particolare;carisma,Avere un particolare carisma
211,211,onde;re;cometa,F onde re PO cometa LLO,Fondere;poco;metallo,Fondere poco metallo
212,212,in;postini;tini,in D IS postini PO tini,Indisposti;nipotini,Indisposti nipotini
213,213,re;di;re;sci;re,P re di re sci A GU re,Predire;sciagure,Predire sciagure
214,214,ratti;reali;mine,ATT ratti reali mine SI,Attrattire;aliminesi,Attrattire aliminesi
215,215,ossa;ali;achei;ombra,G R ossa V ali G I achei NG ombra,Grossa;valigia;che;ingombra,Grossa valigia che ingombra
216,216,oca;dadi;orme;est,L oca N dadi F orme NT est,Locanda;di;formestest,Locanda di formestest
217,217,verme;ori;ala;osa,A verme M ori ala C UN osa,Aver;memoria;lacunosa,Aver memoria lacunosa
218,218,rema;rete;esche,T rema G rete D esche,Tre;magre;tedesche,Tre magre tedesche
219,219,arca;via;fari,F arca TTI via F fari,Far;cattivi;affari,Far cattivi affari
220,220,est;colli;nei;ore,est E SE colli nei NF I ore,Estese;colline;in;fiore,Estese colline in fiore
221,221,menti;nono,S E menti nono GM,Sementi;non;ogm,Sementi non ogm
222,222,est;Ares;orso,PR est Ares O CC orso,Prestare;soccorso,Prestare soccorso
223,223,re;mitico;Luni,F remitico L Luni,Fremiti;collununi,Fremiti collununi
224,224,torri;oca,torri D oca LDO,Torrido;caldo,Torrido caldo
225,225,avo;Ares;ventagli;netti,L avo R Ares P A ventagli netti,Lavorare;spaventag;li;netti,Lavorare spaventagli netti
226,226,dive;severi,dive R severi TA,Diversé;verità,Diversé verità
227,227,rovo;are;lira;lama;re,P rovo C are lira DE L lama D re,Provocare;l;ira;della;madre,Provocare l'ira della madre
228,228,Pellico;tesi,AP Pellico R tesi,Appelli;cortesi,Appelli cortesi
229,229,asse;arco;lima;est,asse ST arco L lima T est A,Astercol;limae;test;astra,Astercol limae test astra
230,230,pia;ode;oche,pia TT ode LL oche F,Piatto;dello;chef,Piatto dello chef
231,231,fori;madida;nuncio,A fori S madida N nuncio,Aforisma;di;D;annuncio,Aforisma di D'annuncio
232,232,ance;signora,AV ance signora TE,Avances;signorato,Avances signorato
233,233,unte;Terra,unte S Terra TO,Un;test;erotto,Un test erotto
234,234,ramo;ode;Ate,T ramo NT ode ST Ate,Tramonto;d;estate,Tramonto d'estate
235,235,ori;in;ari;anatras;tic,ori G in I ari S T anatras tic HE,Original;aristatristiche,Original aristatristiche
236,236,arti;area;madri;rada,P arti T area L madri rada L,Partita;real;madre;radal,Partita real madre-radal
237,237,api;dei;tori,L api dei S tori A TA,Lapide;istoriata,Lapide istoriata
238,238,osti;mento;tendine,U N osti RA mento tendine O,Uno;stiramento;tendineo,Uno stiramento tendineo
239,239,ora;resa,DIM ora resa,Dimora;re;sasquatch,Dimora re sasquatch
240,240,fa;esca;remo,fa R esca LT remo SSE,Fare;scaltre;mosse,Fare scaltre mosse
241,241,asso;zio;peri;fermi;menta,asso LU zio NE peri N fermi TA menta LE,Assoluzione;per;infirmite;mentale,Assoluzione per infirmite mentale
242,242,nano;Tiziano;radi,U nano Tiziano NG radi TA,Una;notizia;non;gradita,Una notizia non gradita
243,243,occhiali;remi,BAL occhiali remi L LE,Balocchi;a;lire;mille,Balocchi a lire mille
244,244,noce;nodo;Ra,U noce A nodo Ra TO,Un;oceano;dorato,Un oceano dorato
245,245,ramarri;oste,DI ramarri SP oste,Diramar;risposte,Diramar risposte
246,246,ricetta;colo;divi;pere,ricetta colo divi pere,Ricettacolo;di;vipere,Ricettacolo di vipere
247,247,scia;nato,scia F FI nato,Sci;affinato,Sci affinato
248,248,api;rami;ali;menta,L api rami D E ali menta RE,La;piramide;alimentare,La piramide alimentare
249,249,oche;pia;pia,CI oche pia CE pia CE,Ciò;che;piace;piace,Ciò che piace piace
250,250,circo;obi;Che,CU circo CR obi OTI Che,Cicir;crobiotiche,Cicir crobiotiche
251,251,rema;occhi,rema R occhi N O,Re;marocchino,Re marocchino
252,252,Ares;Giano,MUS Ares DI Giano,Musar;esdigiano,Musar esdigiano
253,253,ambi;asso;nato,B ambi NO asso N nato,Bambino;assonnato,Bambino assonnato
254,254,lima;lati,PE lima C U lati,Peli;maculati,Peli maculati
255,255,Bambi;naso;ave,Bambi naso ave,Bambina;soave,Bambina soave
256,256,accetta;nasse;gnomo;asso,accetta R U nasse gnomo LT OB asso,Accettar;un;assegno;molto;basso,Accettar un assegno molto basso
257,257,Ares;qua;sito,F Ares qua sito,Fare;squasito,Fare squasito
258,258,dosso;lava,TRA dosso L lava LLE,Tradosso;lava;valle,Tradosso lava valle
259,259,navi;peri;colo,U navi T A peri colo SA,Una;vita;pericolosa,Una vita pericolosa
260,260,tese;zucche,tese NZA zucche RO,Tè;senza;zucchero,Tè senza zucchero
261,261,fa;la;re;si,fa R E la C re si MA,Fare;la;cresima,Fare la cresima
262,262,assi;avi;lama;la,APP assi T avi O lama MMO la,Appassità;viola;mammola,Appassità viola mammola
263,263,non;da;Prodi;Era,U non da Prodi Era,Un;onda;prodiera,Un'onda prodiera
264,264,vite;mi;ali,CA vite R mi N ali,Cavi;terminali,Cavi terminali
265,265,fa;comaschi,fa L comaschi O,Falco;maschio,Falco maschio
266,266,gru;ape;ante,gru C CI ape S ante,Gruccia;pesante,Gruccia pesante
267,267,vere;pera;are,V I vere pera M are,Vivere;per;amare,Vivere per amare
268,268,fa;bilia;coni,AF fa bilia M I coni,Affabili;amiconi,Affabili amiconi
269,269,pie;are;astro;dotto,pie G are L astro NI dotto NE,Piegare;lastroni;d;ottone,Piegare lastroni d'ottone
270,270,di;mora;rea;tea,di mora rea DAM AN tea,Dimorare;ad;amantea,Dimorare ad amantea
271,271,gilet;rotto,A gilet IG rotto,Agile;tigrotto,Agile tigrotto
272,272,bilie;ducato,A bilie ducato RI,Abili;educatori,Abili educatori
273,273,piedi;mani;tini,C O piedi mani F E S tini,Copie;di;manifestini,Copie di manifestini
274,274,inca;cola;leva;ore,inca L cola B I leva L ore,Incalcolabile;valore,Incalcolabile valore
275,275,osso;tacchi,GR osso tacchi N O,Grosso;tachino,Grosso tachino
276,276,turati;tana,AL turati BE tana,Altura;tibetana,Altura tibetana
277,277,mina;epa;rose,mina C C epa U rose,Minacce;paurose,Minacce paurose
278,278,leva;neri;usci,leva SIO neri usci T A,L;evasione;riuscita,L'evasione riuscita
279,279,con;arpe;re,con T arpe CO re,Contar;pecore,Contar pecore
280,280,lama;tina;adipe;oste,lama T tina T adipe NT EC oste,La;mattinata;di;pentecoste,La mattinata di pentecoste
281,281,colle;redi;versi;unti;oro,colle G A redi versi P unti TR AL oro,Collegare;diversi;punti;tra;loro,Collegare diversi punti tra loro
282,282,star;tir;rum;oro;mente,star N U tir E rum oro S A mente,Starnutire;rumorosamente,Starnutire rumorosamente
283,283,fa;lira;azze,AF fa BI lira G azze,Affabili;ragazze,Affabili ragazze
284,284,porta;geco;ossa,RE porta geco L ossa L E,Reportage;colossale,Reportage colossale
285,285,si;lira;azze,E si lira G azze TTE,Esili;ragazze,Esili ragazze
286,286,Pi;ramo;isbe,Pi ramo ET isbe,Piramo;e;Tisbe,Piramo e Tisbe
287,287,corda;remo;ioni;more,RI corda remo Z ioni D A more,Ricordare;mozioni;d;amore,Ricordare mozioni d'amore
288,288,coli;colo;ali,VI N coli colo N I ali,Vincoli;coloniali,Vincoli coloniali
289,289,barbiere;ala,barbiere G ala TA,Barbie;regalata,Barbie regalata
290,290,anta;epa;ami;amo;rema,C anta R epa R L ami D amo rema RIU,Cantare;parlami;d;amore;maria,"Cantare ""parlami d'amore maria"""
291,291,Oglio;pere,L Oglio pere NNE,Loglio;perenne,Loglio perenne
